"","gene","cluster","species","pct_exp_max","n_species","n_celltype","n_gene"
"493","CG34417","PRN","Dmel",0.956,3,1,24
"494","CG34417","PRN","Dsec",0.938,3,1,24
"495","CG34417","PRN","Dsim",0.807,3,1,24
"496","CG3655","RYa","Dmel",0.929,3,1,51
"497","CG3655","RYa","Dsec",0.766,3,1,51
"498","CG3655","RYa","Dsim",0.804,3,1,51
"499","CG3662","Tk","Dmel",0.614,3,1,8
"500","CG3662","Tk","Dsec",0.636,3,1,8
"501","CG3662","Tk","Dsim",0.8,3,1,8
"502","CG3726","Blood","Dmel",0.8,3,1,56
"503","CG3726","Blood","Dsec",0.5,3,1,56
"504","CG3726","Blood","Dsim",0.522,3,1,56
"505","CG40470","CTX","Dmel",0.996,3,1,75
"506","CG40470","CTX","Dsec",1,3,1,75
"507","CG40470","CTX","Dsim",0.99,3,1,75
"508","CG4168","Dh44","Dmel",0.63,3,3,6
"509","CG4168","Dh44","Dsec",0.584,3,3,6
"510","CG4168","Dh44","Dsim",0.534,3,3,6
"511","CG4168","OPN","Dmel",0.78,3,3,19
"512","CG4168","OPN","Dsec",0.697,3,3,19
"513","CG4168","OPN","Dsim",0.776,3,3,19
"514","CG4168","RYa","Dmel",0.81,3,3,51
"515","CG4168","RYa","Dsec",0.574,3,3,51
"516","CG4168","RYa","Dsim",0.745,3,3,51
"517","CG42322","α'β'-KC","Dmel",0.677,3,1,25
"518","CG42322","α'β'-KC","Dsec",0.751,3,1,25
"519","CG42322","α'β'-KC","Dsim",0.567,3,1,25
"520","CG42327","CTX","Dmel",0.5,3,1,75
"521","CG42327","CTX","Dsec",0.594,3,1,75
"522","CG42327","CTX","Dsim",0.608,3,1,75
"523","CG42337","Crz","Dmel",0.857,3,1,24
"524","CG42337","Crz","Dsec",0.5,3,1,24
"525","CG42337","Crz","Dsim",0.529,3,1,24
"526","CG42339","AstA","Dmel",0.552,3,2,41
"527","CG42339","AstA","Dsec",0.645,3,2,41
"528","CG42339","AstA","Dsim",0.586,3,2,41
"529","CG42339","Crz","Dmel",0.536,3,2,24
"530","CG42339","Crz","Dsec",1,3,2,24
"531","CG42339","Crz","Dsim",0.765,3,2,24
"532","CG42340","AstA","Dmel",0.836,3,1,41
"533","CG42340","AstA","Dsec",0.645,3,1,41
"534","CG42340","AstA","Dsim",0.621,3,1,41
"535","CG42346","Dh44","Dmel",0.519,3,2,6
"536","CG42346","Dh44","Dsec",0.663,3,2,6
"537","CG42346","Dh44","Dsim",0.664,3,2,6
"538","CG42346","RYa","Dmel",0.524,3,2,51
"539","CG42346","RYa","Dsec",0.66,3,2,51
"540","CG42346","RYa","Dsim",0.725,3,2,51
"541","CG4250","Blood","Dmel",0.6,3,1,56
"542","CG4250","Blood","Dsec",0.75,3,1,56
"543","CG4250","Blood","Dsim",1,3,1,56
"544","CG42541","Dh31(E)","Dmel",0.619,3,2,1
"545","CG42541","Dh31(E)","Dsec",0.541,3,2,1
"546","CG42541","Dh31(E)","Dsim",0.509,3,2,1
"547","CG42541","fru(Glu)","Dmel",0.634,3,2,8
"548","CG42541","fru(Glu)","Dsec",0.663,3,2,8
"549","CG42541","fru(Glu)","Dsim",0.593,3,2,8
"550","CG42663","CTX","Dmel",0.915,3,2,75
"551","CG42663","CTX","Dsec",0.819,3,2,75
"552","CG42663","CTX","Dsim",0.824,3,2,75
"553","CG42663","RYa","Dmel",0.643,3,2,51
"554","CG42663","RYa","Dsec",0.553,3,2,51
"555","CG42663","RYa","Dsim",0.647,3,2,51
"556","CG42668","Crz","Dmel",0.821,3,1,24
"557","CG42668","Crz","Dsec",0.667,3,1,24
"558","CG42668","Crz","Dsim",0.588,3,1,24
"559","CG42673","RYa","Dmel",0.619,3,1,51
"560","CG42673","RYa","Dsec",0.787,3,1,51
"561","CG42673","RYa","Dsim",0.824,3,1,51
"562","CG42674","AstA","Dmel",0.836,3,2,41
"563","CG42674","AstA","Dsec",0.79,3,2,41
"564","CG42674","AstA","Dsim",0.655,3,2,41
"565","CG42674","Proc","Dmel",0.706,3,2,35
"566","CG42674","Proc","Dsec",0.635,3,2,35
"567","CG42674","Proc","Dsim",0.5,3,2,35
"568","CG42784","AstA","Dmel",0.612,3,2,41
"569","CG42784","AstA","Dsec",0.903,3,2,41
"570","CG42784","AstA","Dsim",0.897,3,2,41
"571","CG42784","Crz","Dmel",0.5,3,2,24
"572","CG42784","Crz","Dsec",1,3,2,24
"573","CG42784","Crz","Dsim",0.765,3,2,24
"574","CG42788","AST","Dmel",0.682,3,3,20
"575","CG42788","AST","Dsec",0.888,3,3,20
"576","CG42788","AST","Dsim",0.675,3,3,20
"577","CG42788","α'β'-KC","Dmel",0.68,3,3,25
"578","CG42788","α'β'-KC","Dsec",0.721,3,3,25
"579","CG42788","α'β'-KC","Dsim",0.686,3,3,25
"580","CG42788","γ-KC","Dmel",0.633,3,3,19
"581","CG42788","γ-KC","Dsec",0.654,3,3,19
"582","CG42788","γ-KC","Dsim",0.576,3,3,19
"583","CG43066","Proc","Dmel",0.817,3,1,35
"584","CG43066","Proc","Dsec",0.514,3,1,35
"585","CG43066","Proc","Dsim",0.594,3,1,35
"586","CG43373","AstA","Dmel",0.716,3,4,41
"587","CG43373","AstA","Dsec",0.694,3,4,41
"588","CG43373","AstA","Dsim",0.741,3,4,41
"589","CG43373","FMRFa(1)","Dmel",0.667,3,4,10
"590","CG43373","FMRFa(1)","Dsec",0.727,3,4,10
"591","CG43373","FMRFa(1)","Dsim",0.672,3,4,10
"592","CG43373","FMRFa(2)","Dmel",0.923,3,4,18
"593","CG43373","FMRFa(2)","Dsec",1,3,4,18
"594","CG43373","FMRFa(2)","Dsim",1,3,4,18
"595","CG43373","RYa","Dmel",1,3,4,51
"596","CG43373","RYa","Dsec",1,3,4,51
"597","CG43373","RYa","Dsim",0.98,3,4,51
"598","CG43693","AST","Dmel",0.675,3,1,20
"599","CG43693","AST","Dsec",0.715,3,1,20
"600","CG43693","AST","Dsim",0.887,3,1,20
"601","CG43778","Da6(I)","Dmel",0.578,3,2,7
"602","CG43778","Da6(I)","Dsec",0.512,3,2,7
"603","CG43778","Da6(I)","Dsim",0.519,3,2,7
"604","CG43778","Poxn","Dmel",0.556,3,2,30
"605","CG43778","Poxn","Dsec",0.696,3,2,30
"606","CG43778","Poxn","Dsim",0.775,3,2,30
"607","CG43902","AstA","Dmel",1,3,1,41
"608","CG43902","AstA","Dsec",0.935,3,1,41
"609","CG43902","AstA","Dsim",0.966,3,1,41
"610","CG44153","AstA","Dmel",0.94,3,3,41
"611","CG44153","AstA","Dsec",0.952,3,3,41
"612","CG44153","AstA","Dsim",0.862,3,3,41
"613","CG44153","OCTY","Dmel",0.758,3,3,13
"614","CG44153","OCTY","Dsec",0.721,3,3,13
"615","CG44153","OCTY","Dsim",0.64,3,3,13
"616","CG44153","RYa","Dmel",0.857,3,3,51
"617","CG44153","RYa","Dsec",0.596,3,3,51
"618","CG44153","RYa","Dsim",0.51,3,3,51
"619","CG4502","αβ-KC","Dmel",0.595,3,1,24
"620","CG4502","αβ-KC","Dsec",0.508,3,1,24
"621","CG4502","αβ-KC","Dsim",0.568,3,1,24
"622","CG4629","CTX","Dmel",0.691,3,1,75
"623","CG4629","CTX","Dsec",0.761,3,1,75
"624","CG4629","CTX","Dsim",0.853,3,1,75
"625","CG46301","RYa","Dmel",0.5,3,2,51
"626","CG46301","RYa","Dsec",0.511,3,2,51
"627","CG46301","RYa","Dsim",0.588,3,2,51
"628","CG46301","Tk","Dmel",0.705,3,2,8
"629","CG46301","Tk","Dsec",0.636,3,2,8
"630","CG46301","Tk","Dsim",0.7,3,2,8
"631","CG46339","PRN","Dmel",0.888,3,1,24
"632","CG46339","PRN","Dsec",0.747,3,1,24
"633","CG46339","PRN","Dsim",0.703,3,1,24
"634","CG4716","Fat","Dmel",0.553,3,1,89
"635","CG4716","Fat","Dsec",0.595,3,1,89
"636","CG4716","Fat","Dsim",0.548,3,1,89
"637","CG4829","CTX","Dmel",0.837,3,2,75
"638","CG4829","CTX","Dsec",0.845,3,2,75
"639","CG4829","CTX","Dsim",0.858,3,2,75
"640","CG4829","ENS","Dmel",0.836,3,2,24
"641","CG4829","ENS","Dsec",0.93,3,2,24
"642","CG4829","ENS","Dsim",0.902,3,2,24
"643","CG5065","Dh31(I2)","Dmel",0.588,3,2,10
"644","CG5065","Dh31(I2)","Dsec",0.576,3,2,10
"645","CG5065","Dh31(I2)","Dsim",0.5,3,2,10
"646","CG5065","Proc","Dmel",0.731,3,2,35
"647","CG5065","Proc","Dsec",0.608,3,2,35
"648","CG5065","Proc","Dsim",0.794,3,2,35
"649","CG5758","AST","Dmel",0.567,3,3,20
"650","CG5758","AST","Dsec",0.638,3,3,20
"651","CG5758","AST","Dsim",0.69,3,3,20
"652","CG5758","CTX","Dmel",0.94,3,3,75
"653","CG5758","CTX","Dsec",0.852,3,3,75
"654","CG5758","CTX","Dsim",0.819,3,3,75
"655","CG5758","ENS","Dmel",0.834,3,3,24
"656","CG5758","ENS","Dsec",0.698,3,3,24
"657","CG5758","ENS","Dsim",0.762,3,3,24
"658","CG5888","CTX","Dmel",0.585,3,1,75
"659","CG5888","CTX","Dsec",0.652,3,1,75
"660","CG5888","CTX","Dsim",0.676,3,1,75
"661","CG5890","Mip(2)","Dmel",0.625,3,1,23
"662","CG5890","Mip(2)","Dsec",0.55,3,1,23
"663","CG5890","Mip(2)","Dsim",0.55,3,1,23
"664","CG5973","Blood","Dmel",0.6,3,1,56
"665","CG5973","Blood","Dsec",0.5,3,1,56
"666","CG5973","Blood","Dsim",0.652,3,1,56
"667","CG6006","Hug","Dmel",0.5,3,3,21
"668","CG6006","Hug","Dsec",0.525,3,3,21
"669","CG6006","Hug","Dsim",0.528,3,3,21
"670","CG6006","Poxn","Dmel",0.859,3,3,30
"671","CG6006","Poxn","Dsec",0.944,3,3,30
"672","CG6006","Poxn","Dsim",0.924,3,3,30
"673","CG6006","Tbh","Dmel",0.6,3,3,27
"674","CG6006","Tbh","Dsec",0.722,3,3,27
"675","CG6006","Tbh","Dsim",0.929,3,3,27
"676","CG6024","AstA","Dmel",0.612,3,4,41
"677","CG6024","AstA","Dsec",0.726,3,4,41
"678","CG6024","AstA","Dsim",0.879,3,4,41
"679","CG6024","Da6(I)","Dmel",0.615,3,4,7
"680","CG6024","Da6(I)","Dsec",0.637,3,4,7
"681","CG6024","Da6(I)","Dsim",0.662,3,4,7
"682","CG6024","Dh31(I2)","Dmel",0.671,3,4,10
"683","CG6024","Dh31(I2)","Dsec",0.678,3,4,10
"684","CG6024","Dh31(I2)","Dsim",0.783,3,4,10
"685","CG6024","ort","Dmel",0.882,3,4,16
"686","CG6024","ort","Dsec",0.631,3,4,16
"687","CG6024","ort","Dsim",0.913,3,4,16
"688","CG6040","ENS","Dmel",0.821,3,1,24
"689","CG6040","ENS","Dsec",0.838,3,1,24
"690","CG6040","ENS","Dsim",0.773,3,1,24
"691","CG6044","αβ-KC","Dmel",0.625,3,1,24
"692","CG6044","αβ-KC","Dsec",0.749,3,1,24
"693","CG6044","αβ-KC","Dsim",0.535,3,1,24
"694","CG6356","CTX","Dmel",0.961,3,1,75
"695","CG6356","CTX","Dsec",0.897,3,1,75
"696","CG6356","CTX","Dsim",0.995,3,1,75
"697","CG6503","Fat","Dmel",0.895,3,1,89
"698","CG6503","Fat","Dsec",0.838,3,1,89
"699","CG6503","Fat","Dsim",0.738,3,1,89
"700","CG6701","Blood","Dmel",1,3,1,56
"701","CG6701","Blood","Dsec",1,3,1,56
"702","CG6701","Blood","Dsim",0.783,3,1,56
"703","CG7029","AST","Dmel",0.635,3,3,20
"704","CG7029","AST","Dsec",0.761,3,3,20
"705","CG7029","AST","Dsim",0.787,3,3,20
"706","CG7029","CTX","Dmel",0.667,3,3,75
"707","CG7029","CTX","Dsec",0.787,3,3,75
"708","CG7029","CTX","Dsim",0.716,3,3,75
"709","CG7029","ENS","Dmel",0.537,3,3,24
"710","CG7029","ENS","Dsec",0.672,3,3,24
"711","CG7029","ENS","Dsim",0.712,3,3,24
"712","CG7191","AstA","Dmel",0.761,3,1,41
"713","CG7191","AstA","Dsec",0.565,3,1,41
"714","CG7191","AstA","Dsim",0.638,3,1,41
"715","CG7781","OPN","Dmel",0.563,3,3,19
"716","CG7781","OPN","Dsec",0.561,3,3,19
"717","CG7781","OPN","Dsim",0.618,3,3,19
"718","CG7781","Proc","Dmel",0.66,3,3,35
"719","CG7781","Proc","Dsec",0.525,3,3,35
"720","CG7781","Proc","Dsim",0.775,3,3,35
"721","CG7781","RYa","Dmel",0.762,3,3,51
"722","CG7781","RYa","Dsec",0.809,3,3,51
"723","CG7781","RYa","Dsim",0.627,3,3,51
"724","CG7888","CTX","Dmel",0.688,3,1,75
"725","CG7888","CTX","Dsec",0.51,3,1,75
"726","CG7888","CTX","Dsim",0.618,3,1,75
"727","CG8034","PRN","Dmel",0.712,3,1,24
"728","CG8034","PRN","Dsec",0.603,3,1,24
"729","CG8034","PRN","Dsim",0.542,3,1,24
"730","CG8401","Hug","Dmel",0.684,3,1,21
"731","CG8401","Hug","Dsec",0.65,3,1,21
"732","CG8401","Hug","Dsim",0.639,3,1,21
"733","CG8500","αβ-KC","Dmel",0.594,3,1,24
"734","CG8500","αβ-KC","Dsec",0.617,3,1,24
"735","CG8500","αβ-KC","Dsim",0.721,3,1,24
"736","CG8740","SUB","Dmel",0.545,3,1,19
"737","CG8740","SUB","Dsec",0.667,3,1,19
"738","CG8740","SUB","Dsim",0.6,3,1,19
"739","CG8861","Da6(I)","Dmel",0.541,3,2,7
"740","CG8861","Da6(I)","Dsec",0.55,3,2,7
"741","CG8861","Da6(I)","Dsim",0.641,3,2,7
"742","CG8861","Dh31(I2)","Dmel",0.6,3,2,10
"743","CG8861","Dh31(I2)","Dsec",0.712,3,2,10
"744","CG8861","Dh31(I2)","Dsim",0.767,3,2,10
"745","CG9005","Mip(2)","Dmel",0.5,3,4,23
"746","CG9005","Mip(2)","Dsec",0.5,3,4,23
"747","CG9005","Mip(2)","Dsim",0.55,3,4,23
"748","CG9005","OCTY","Dmel",0.53,3,4,13
"749","CG9005","OCTY","Dsec",0.586,3,4,13
"750","CG9005","OCTY","Dsim",0.56,3,4,13
"751","CG9005","PRN","Dmel",0.573,3,4,24
"752","CG9005","PRN","Dsec",0.541,3,4,24
"753","CG9005","PRN","Dsim",0.559,3,4,24
"754","CG9005","Proc","Dmel",0.599,3,4,35
"755","CG9005","Proc","Dsec",0.619,3,4,35
"756","CG9005","Proc","Dsim",0.637,3,4,35
"757","CG9171","Blood","Dmel",0.6,3,1,56
"758","CG9171","Blood","Dsec",0.75,3,1,56
"759","CG9171","Blood","Dsim",0.565,3,1,56
"760","CG9328","Blood","Dmel",0.6,3,1,56
"761","CG9328","Blood","Dsec",0.75,3,1,56
"762","CG9328","Blood","Dsim",0.696,3,1,56
"763","CG9394","AST","Dmel",0.828,3,1,20
"764","CG9394","AST","Dsec",0.628,3,1,20
"765","CG9394","AST","Dsim",0.817,3,1,20
"766","CG9686","CTX","Dmel",0.957,3,1,75
"767","CG9686","CTX","Dsec",0.942,3,1,75
"768","CG9686","CTX","Dsim",0.897,3,1,75
"769","CG9691","Fat","Dmel",0.513,3,1,89
"770","CG9691","Fat","Dsec",0.514,3,1,89
"771","CG9691","Fat","Dsim",0.69,3,1,89
"772","CLIP-190","CTX","Dmel",0.965,3,3,75
"773","CLIP-190","CTX","Dsec",0.897,3,3,75
"774","CLIP-190","CTX","Dsim",0.922,3,3,75
"775","CLIP-190","ENS","Dmel",0.665,3,3,24
"776","CLIP-190","ENS","Dsec",0.614,3,3,24
"777","CLIP-190","ENS","Dsim",0.685,3,3,24
"778","CLIP-190","SUB","Dmel",0.545,3,3,19
"779","CLIP-190","SUB","Dsec",0.733,3,3,19
"780","CLIP-190","SUB","Dsim",0.533,3,3,19
"781","COX4","Fat","Dmel",0.513,3,1,89
"782","COX4","Fat","Dsec",0.703,3,1,89
"783","COX4","Fat","Dsim",0.595,3,1,89
"784","Ca-Ma2d","Poxn","Dmel",0.874,3,1,30
"785","Ca-Ma2d","Poxn","Dsec",0.64,3,1,30
"786","Ca-Ma2d","Poxn","Dsim",0.87,3,1,30
"787","CaMKI","Hug","Dmel",0.632,3,4,21
"788","CaMKI","Hug","Dsec",0.625,3,4,21
"789","CaMKI","Hug","Dsim",0.583,3,4,21
"790","CaMKI","OPN","Dmel",0.69,3,4,19
"791","CaMKI","OPN","Dsec",0.576,3,4,19
"792","CaMKI","OPN","Dsim",0.565,3,4,19
"793","CaMKI","Poxn","Dmel",0.719,3,4,30
"794","CaMKI","Poxn","Dsec",0.59,3,4,30
"795","CaMKI","Poxn","Dsim",0.511,3,4,30
"796","CaMKI","RYa","Dmel",0.738,3,4,51
"797","CaMKI","RYa","Dsec",0.574,3,4,51
"798","CaMKI","RYa","Dsim",0.608,3,4,51
"799","CadN2","sNPF(I)","Dmel",0.663,3,1,7
"800","CadN2","sNPF(I)","Dsec",0.646,3,1,7
"801","CadN2","sNPF(I)","Dsim",0.673,3,1,7
"802","Ccn","Da5/7","Dmel",0.521,3,4,30
"803","Ccn","Da5/7","Dsec",0.543,3,4,30
"804","Ccn","Da5/7","Dsim",0.704,3,4,30
"805","Ccn","Mip(1)","Dmel",0.562,3,4,5
"806","Ccn","Mip(1)","Dsec",0.707,3,4,5
"807","Ccn","Mip(1)","Dsim",0.68,3,4,5
"808","Ccn","Poxn","Dmel",0.73,3,4,30
"809","Ccn","Poxn","Dsec",0.863,3,4,30
"810","Ccn","Poxn","Dsim",0.845,3,4,30
"811","Ccn","α'β'-KC","Dmel",0.64,3,4,25
"812","Ccn","α'β'-KC","Dsec",0.729,3,4,25
"813","Ccn","α'β'-KC","Dsim",0.612,3,4,25
"814","ChAT","OPN","Dmel",0.574,3,1,19
"815","ChAT","OPN","Dsec",0.679,3,1,19
"816","ChAT","OPN","Dsim",0.712,3,1,19
"817","CkIIbeta","FMRFa(1)","Dmel",0.52,3,1,10
"818","CkIIbeta","FMRFa(1)","Dsec",0.545,3,1,10
"819","CkIIbeta","FMRFa(1)","Dsim",0.559,3,1,10
"820","Col4a1","Blood","Dmel",0.8,3,1,56
"821","Col4a1","Blood","Dsec",0.75,3,1,56
"822","Col4a1","Blood","Dsim",0.957,3,1,56
"823","Corin","Dh31(I1)","Dmel",0.574,3,1,1
"824","Corin","Dh31(I1)","Dsec",0.573,3,1,1
"825","Corin","Dh31(I1)","Dsim",0.611,3,1,1
"826","Cp1","Blood","Dmel",0.8,3,1,56
"827","Cp1","Blood","Dsec",0.75,3,1,56
"828","Cp1","Blood","Dsim",0.87,3,1,56
"829","CrebA","Crz","Dmel",0.893,3,2,24
"830","CrebA","Crz","Dsec",0.833,3,2,24
"831","CrebA","Crz","Dsim",0.647,3,2,24
"832","CrebA","IPC","Dmel",0.528,3,2,32
"833","CrebA","IPC","Dsec",0.656,3,2,32
"834","CrebA","IPC","Dsim",0.71,3,2,32
"835","Crz","Crz","Dmel",1,3,1,24
"836","Crz","Crz","Dsec",1,3,1,24
"837","Crz","Crz","Dsim",1,3,1,24
"838","Cyp18a1","SUB","Dmel",0.682,3,1,19
"839","Cyp18a1","SUB","Dsec",0.6,3,1,19
"840","Cyp18a1","SUB","Dsim",0.8,3,1,19
"841","DAT","DOP","Dmel",0.931,3,1,4
"842","DAT","DOP","Dsec",0.92,3,1,4
"843","DAT","DOP","Dsim",0.899,3,1,4
"844","DIP-alpha","ort","Dmel",0.926,3,1,16
"845","DIP-alpha","ort","Dsec",0.554,3,1,16
"846","DIP-alpha","ort","Dsim",0.71,3,1,16
"847","DIP-delta","DOP","Dmel",0.58,3,2,4
"848","DIP-delta","DOP","Dsec",0.526,3,2,4
"849","DIP-delta","DOP","Dsim",0.553,3,2,4
"850","DIP-delta","Da6(I)","Dmel",0.569,3,2,7
"851","DIP-delta","Da6(I)","Dsec",0.55,3,2,7
"852","DIP-delta","Da6(I)","Dsim",0.558,3,2,7
"853","DIP-kappa","Mip(2)","Dmel",0.542,3,1,23
"854","DIP-kappa","Mip(2)","Dsec",0.55,3,1,23
"855","DIP-kappa","Mip(2)","Dsim",0.5,3,1,23
"856","DIP-theta","Tbh","Dmel",0.867,3,1,27
"857","DIP-theta","Tbh","Dsec",0.833,3,1,27
"858","DIP-theta","Tbh","Dsim",1,3,1,27
"859","DOR","Da5/7","Dmel",0.607,3,4,30
"860","DOR","Da5/7","Dsec",0.565,3,4,30
"861","DOR","Da5/7","Dsim",0.537,3,4,30
"862","DOR","Da6(E)","Dmel",0.569,3,4,3
"863","DOR","Da6(E)","Dsec",0.563,3,4,3
"864","DOR","Da6(E)","Dsim",0.504,3,4,3
"865","DOR","α'β'-KC","Dmel",0.619,3,4,25
"866","DOR","α'β'-KC","Dsec",0.557,3,4,25
"867","DOR","α'β'-KC","Dsim",0.566,3,4,25
"868","DOR","αβ-KC","Dmel",0.572,3,4,24
"869","DOR","αβ-KC","Dsec",0.574,3,4,24
"870","DOR","αβ-KC","Dsim",0.607,3,4,24
"871","Dad","Proc","Dmel",0.533,3,1,35
"872","Dad","Proc","Dsec",0.773,3,1,35
"873","Dad","Proc","Dsim",0.738,3,1,35
"874","Ddr","RYa","Dmel",0.595,3,1,51
"875","Ddr","RYa","Dsec",0.638,3,1,51
"876","Ddr","RYa","Dsim",0.608,3,1,51
"877","Desat1","Fat","Dmel",0.868,3,1,89
"878","Desat1","Fat","Dsec",0.757,3,1,89
"879","Desat1","Fat","Dsim",0.857,3,1,89
"880","Dg","RYa","Dmel",0.857,3,1,51
"881","Dg","RYa","Dsec",0.872,3,1,51
"882","Dg","RYa","Dsim",0.784,3,1,51
"883","Dh44","Dh44","Dmel",0.852,3,1,6
"884","Dh44","Dh44","Dsec",0.801,3,1,6
"885","Dh44","Dh44","Dsim",0.776,3,1,6
"886","Dh44-R2","CTX","Dmel",0.574,3,1,75
"887","Dh44-R2","CTX","Dsec",0.71,3,1,75
"888","Dh44-R2","CTX","Dsim",0.613,3,1,75
"889","Dl","SIFa","Dmel",0.853,3,1,32
"890","Dl","SIFa","Dsec",0.943,3,1,32
"891","Dl","SIFa","Dsim",0.88,3,1,32
"892","Dlic","IPC","Dmel",0.5,3,1,32
"893","Dlic","IPC","Dsec",0.625,3,1,32
"894","Dlic","IPC","Dsim",0.516,3,1,32
"895","Doa","Crz","Dmel",0.536,3,2,24
"896","Doa","Crz","Dsec",0.833,3,2,24
"897","Doa","Crz","Dsim",0.529,3,2,24
"898","Doa","IPC","Dmel",0.583,3,2,32
"899","Doa","IPC","Dsec",0.625,3,2,32
"900","Doa","IPC","Dsim",0.581,3,2,32
"901","Dop1R2","Tbh","Dmel",0.733,3,4,27
"902","Dop1R2","Tbh","Dsec",0.556,3,4,27
"903","Dop1R2","Tbh","Dsim",0.571,3,4,27
"904","Dop1R2","α'β'-KC","Dmel",0.893,3,4,25
"905","Dop1R2","α'β'-KC","Dsec",0.954,3,4,25
"906","Dop1R2","α'β'-KC","Dsim",0.946,3,4,25
"907","Dop1R2","αβ-KC","Dmel",0.818,3,4,24
"908","Dop1R2","αβ-KC","Dsec",0.911,3,4,24
"909","Dop1R2","αβ-KC","Dsim",0.899,3,4,24
"910","Dop1R2","γ-KC","Dmel",0.885,3,4,19
"911","Dop1R2","γ-KC","Dsec",0.968,3,4,19
"912","Dop1R2","γ-KC","Dsim",0.915,3,4,19
"913","Drgx","PRN","Dmel",0.651,3,1,24
"914","Drgx","PRN","Dsec",0.61,3,1,24
"915","Drgx","PRN","Dsim",0.598,3,1,24
"916","Drl-2","Poxn","Dmel",0.611,3,1,30
"917","Drl-2","Poxn","Dsec",0.686,3,1,30
"918","Drl-2","Poxn","Dsim",0.601,3,1,30
"919","Dscam3","SER","Dmel",0.624,3,1,10
"920","Dscam3","SER","Dsec",0.657,3,1,10
"921","Dscam3","SER","Dsim",0.685,3,1,10
"922","Dso1","Fat","Dmel",0.763,3,1,89
"923","Dso1","Fat","Dsec",0.703,3,1,89
"924","Dso1","Fat","Dsim",0.667,3,1,89
"925","Dyb","α'β'-KC","Dmel",0.661,3,2,25
"926","Dyb","α'β'-KC","Dsec",0.756,3,2,25
"927","Dyb","α'β'-KC","Dsim",0.861,3,2,25
"928","Dyb","αβ-KC","Dmel",0.547,3,2,24
"929","Dyb","αβ-KC","Dsec",0.622,3,2,24
"930","Dyb","αβ-KC","Dsim",0.671,3,2,24
"931","Dyrk2","Blood","Dmel",0.8,3,4,56
"932","Dyrk2","Blood","Dsec",1,3,4,56
"933","Dyrk2","Blood","Dsim",0.87,3,4,56
"934","Dyrk2","CTX","Dmel",0.812,3,4,75
"935","Dyrk2","CTX","Dsec",0.897,3,4,75
"936","Dyrk2","CTX","Dsim",0.858,3,4,75
"937","Dyrk2","SIFa","Dmel",0.824,3,4,32
"938","Dyrk2","SIFa","Dsec",0.886,3,4,32
"939","Dyrk2","SIFa","Dsim",0.8,3,4,32
"940","Dyrk2","sNPF(I)","Dmel",0.512,3,4,7
"941","Dyrk2","sNPF(I)","Dsec",0.532,3,4,7
"942","Dyrk2","sNPF(I)","Dsim",0.582,3,4,7
"943","E(Pc)","Da5/7","Dmel",0.521,3,4,30
"944","E(Pc)","Da5/7","Dsec",0.5,3,4,30
"945","E(Pc)","Da5/7","Dsim",0.537,3,4,30
"946","E(Pc)","α'β'-KC","Dmel",0.556,3,4,25
"947","E(Pc)","α'β'-KC","Dsec",0.61,3,4,25
"948","E(Pc)","α'β'-KC","Dsim",0.544,3,4,25
"949","E(Pc)","αβ-KC","Dmel",0.508,3,4,24
"950","E(Pc)","αβ-KC","Dsec",0.522,3,4,24
"951","E(Pc)","αβ-KC","Dsim",0.507,3,4,24
"952","E(Pc)","γ-KC","Dmel",0.558,3,4,19
"953","E(Pc)","γ-KC","Dsec",0.574,3,4,19
"954","E(Pc)","γ-KC","Dsim",0.541,3,4,19
"955","E23","CTX","Dmel",0.638,3,1,75
"956","E23","CTX","Dsec",0.768,3,1,75
"957","E23","CTX","Dsim",0.843,3,1,75
"958","E2f1","Dh31(I2)","Dmel",0.518,3,4,10
"959","E2f1","Dh31(I2)","Dsec",0.576,3,4,10
"960","E2f1","Dh31(I2)","Dsim",0.667,3,4,10
"961","E2f1","FMRFa(2)","Dmel",0.577,3,4,18
"962","E2f1","FMRFa(2)","Dsec",0.583,3,4,18
"963","E2f1","FMRFa(2)","Dsim",0.579,3,4,18
"964","E2f1","IPC","Dmel",0.556,3,4,32
"965","E2f1","IPC","Dsec",0.5,3,4,32
"966","E2f1","IPC","Dsim",0.774,3,4,32
"967","E2f1","Proc","Dmel",0.528,3,4,35
"968","E2f1","Proc","Dsec",0.564,3,4,35
"969","E2f1","Proc","Dsim",0.688,3,4,35
"970","Eaat1","AST","Dmel",0.944,3,2,20
"971","Eaat1","AST","Dsec",0.866,3,2,20
"972","Eaat1","AST","Dsim",0.904,3,2,20
"973","Eaat1","ort","Dmel",0.897,3,2,16
"974","Eaat1","ort","Dsec",0.892,3,2,16
"975","Eaat1","ort","Dsim",0.87,3,2,16
"976","Eip63F-1","Proc","Dmel",0.523,3,2,35
"977","Eip63F-1","Proc","Dsec",0.536,3,2,35
"978","Eip63F-1","Proc","Dsim",0.569,3,2,35
"979","Eip63F-1","RYa","Dmel",0.619,3,2,51
"980","Eip63F-1","RYa","Dsec",0.745,3,2,51
"981","Eip63F-1","RYa","Dsim",0.529,3,2,51
"982","Ets65A","AstA","Dmel",0.776,3,2,41
"983","Ets65A","AstA","Dsec",0.661,3,2,41
"984","Ets65A","AstA","Dsim",0.655,3,2,41
"985","Ets65A","ort","Dmel",0.588,3,2,16
"986","Ets65A","ort","Dsec",0.754,3,2,16
