"","gene","cluster","species","pct_exp_max","n_species","n_celltype","n_gene"
"2256","kibra","PRN","Dsim",0.634,3,3,24
"2257","kmr","Da5/7","Dmel",0.55,3,4,30
"2258","kmr","Da5/7","Dsec",0.681,3,4,30
"2259","kmr","Da5/7","Dsim",0.694,3,4,30
"2260","kmr","OPN","Dmel",0.578,3,4,19
"2261","kmr","OPN","Dsec",0.676,3,4,19
"2262","kmr","OPN","Dsim",0.612,3,4,19
"2263","kmr","Proc","Dmel",0.787,3,4,35
"2264","kmr","Proc","Dsec",0.912,3,4,35
"2265","kmr","Proc","Dsim",0.831,3,4,35
"2266","kmr","Tk","Dmel",0.5,3,4,8
"2267","kmr","Tk","Dsec",0.697,3,4,8
"2268","kmr","Tk","Dsim",0.5,3,4,8
"2269","kn","Da5/7","Dmel",0.693,3,1,30
"2270","kn","Da5/7","Dsec",0.623,3,1,30
"2271","kn","Da5/7","Dsim",0.667,3,1,30
"2272","kug","AstA","Dmel",0.657,3,2,41
"2273","kug","AstA","Dsec",0.661,3,2,41
"2274","kug","AstA","Dsim",0.655,3,2,41
"2275","kug","SIFa","Dmel",0.941,3,2,32
"2276","kug","SIFa","Dsec",0.771,3,2,32
"2277","kug","SIFa","Dsim",0.84,3,2,32
"2278","l(1)G0289","Blood","Dmel",0.8,3,2,56
"2279","l(1)G0289","Blood","Dsec",0.75,3,2,56
"2280","l(1)G0289","Blood","Dsim",0.696,3,2,56
"2281","l(1)G0289","PRN","Dmel",0.622,3,2,24
"2282","l(1)G0289","PRN","Dsec",0.568,3,2,24
"2283","l(1)G0289","PRN","Dsim",0.523,3,2,24
"2284","l(3)L1231","Blood","Dmel",1,3,1,56
"2285","l(3)L1231","Blood","Dsec",0.5,3,1,56
"2286","l(3)L1231","Blood","Dsim",0.739,3,1,56
"2287","l(3)neo38","Poxn","Dmel",0.533,3,4,30
"2288","l(3)neo38","Poxn","Dsec",0.612,3,4,30
"2289","l(3)neo38","Poxn","Dsim",0.529,3,4,30
"2290","l(3)neo38","RYa","Dmel",0.714,3,4,51
"2291","l(3)neo38","RYa","Dsec",0.745,3,4,51
"2292","l(3)neo38","RYa","Dsim",0.725,3,4,51
"2293","l(3)neo38","α'β'-KC","Dmel",0.532,3,4,25
"2294","l(3)neo38","α'β'-KC","Dsec",0.615,3,4,25
"2295","l(3)neo38","α'β'-KC","Dsim",0.517,3,4,25
"2296","l(3)neo38","αβ-KC","Dmel",0.586,3,4,24
"2297","l(3)neo38","αβ-KC","Dsec",0.533,3,4,24
"2298","l(3)neo38","αβ-KC","Dsim",0.534,3,4,24
"2299","lap","RYa","Dmel",0.5,3,1,51
"2300","lap","RYa","Dsec",0.617,3,1,51
"2301","lap","RYa","Dsim",0.608,3,1,51
"2302","lbk","Blood","Dmel",1,3,2,56
"2303","lbk","Blood","Dsec",0.75,3,2,56
"2304","lbk","Blood","Dsim",0.87,3,2,56
"2305","lbk","CTX","Dmel",0.624,3,2,75
"2306","lbk","CTX","Dsec",0.832,3,2,75
"2307","lbk","CTX","Dsim",0.863,3,2,75
"2308","lov","AstA","Dmel",0.522,3,1,41
"2309","lov","AstA","Dsec",0.565,3,1,41
"2310","lov","AstA","Dsim",0.69,3,1,41
"2311","mAChR-B","SIFa","Dmel",1,3,2,32
"2312","mAChR-B","SIFa","Dsec",0.971,3,2,32
"2313","mAChR-B","SIFa","Dsim",0.96,3,2,32
"2314","mAChR-B","Tbh","Dmel",0.733,3,2,27
"2315","mAChR-B","Tbh","Dsec",0.611,3,2,27
"2316","mAChR-B","Tbh","Dsim",0.786,3,2,27
"2317","mGluR","CCHa2(2)","Dmel",0.628,3,4,9
"2318","mGluR","CCHa2(2)","Dsec",0.759,3,4,9
"2319","mGluR","CCHa2(2)","Dsim",0.828,3,4,9
"2320","mGluR","FMRFa(1)","Dmel",0.573,3,4,10
"2321","mGluR","FMRFa(1)","Dsec",0.691,3,4,10
"2322","mGluR","FMRFa(1)","Dsim",0.61,3,4,10
"2323","mGluR","OPN","Dmel",0.542,3,4,19
"2324","mGluR","OPN","Dsec",0.717,3,4,19
"2325","mGluR","OPN","Dsim",0.588,3,4,19
"2326","mGluR","fru(Glu)","Dmel",0.537,3,4,8
"2327","mGluR","fru(Glu)","Dsec",0.687,3,4,8
"2328","mGluR","fru(Glu)","Dsim",0.708,3,4,8
"2329","mew","Blood","Dmel",1,3,1,56
"2330","mew","Blood","Dsec",0.5,3,1,56
"2331","mew","Blood","Dsim",0.522,3,1,56
"2332","mirr","SUB","Dmel",0.5,3,1,19
"2333","mirr","SUB","Dsec",0.6,3,1,19
"2334","mirr","SUB","Dsim",0.6,3,1,19
"2335","mld","CTX","Dmel",0.61,3,3,75
"2336","mld","CTX","Dsec",0.665,3,3,75
"2337","mld","CTX","Dsim",0.559,3,3,75
"2338","mld","Dh31(I2)","Dmel",0.659,3,3,10
"2339","mld","Dh31(I2)","Dsec",0.712,3,3,10
"2340","mld","Dh31(I2)","Dsim",0.667,3,3,10
"2341","mld","RYa","Dmel",0.643,3,3,51
"2342","mld","RYa","Dsec",0.532,3,3,51
"2343","mld","RYa","Dsim",0.784,3,3,51
"2344","mnb","Clock","Dmel",0.54,3,4,4
"2345","mnb","Clock","Dsec",0.527,3,4,4
"2346","mnb","Clock","Dsim",0.567,3,4,4
"2347","mnb","IPC","Dmel",0.583,3,4,32
"2348","mnb","IPC","Dsec",0.562,3,4,32
"2349","mnb","IPC","Dsim",0.71,3,4,32
"2350","mnb","Mip(2)","Dmel",0.5,3,4,23
"2351","mnb","Mip(2)","Dsec",0.8,3,4,23
"2352","mnb","Mip(2)","Dsim",0.55,3,4,23
"2353","mnb","fru(Ms)","Dmel",0.559,3,4,8
"2354","mnb","fru(Ms)","Dsec",0.521,3,4,8
"2355","mnb","fru(Ms)","Dsim",0.597,3,4,8
"2356","mnd","CTX","Dmel",0.979,3,1,75
"2357","mnd","CTX","Dsec",0.942,3,1,75
"2358","mnd","CTX","Dsim",0.975,3,1,75
"2359","mrj","CTX","Dmel",0.635,3,1,75
"2360","mrj","CTX","Dsec",0.581,3,1,75
"2361","mrj","CTX","Dsim",0.603,3,1,75
"2362","msn","Blood","Dmel",0.6,3,2,56
"2363","msn","Blood","Dsec",0.75,3,2,56
"2364","msn","Blood","Dsim",0.826,3,2,56
"2365","msn","SIFa","Dmel",0.794,3,2,32
"2366","msn","SIFa","Dsec",0.8,3,2,32
"2367","msn","SIFa","Dsim",0.64,3,2,32
"2368","mtt","Mip(2)","Dmel",0.583,3,4,23
"2369","mtt","Mip(2)","Dsec",0.5,3,4,23
"2370","mtt","Mip(2)","Dsim",0.6,3,4,23
"2371","mtt","SIFa","Dmel",1,3,4,32
"2372","mtt","SIFa","Dsec",0.829,3,4,32
"2373","mtt","SIFa","Dsim",0.84,3,4,32
"2374","mtt","TY","Dmel",0.809,3,4,6
"2375","mtt","TY","Dsec",0.803,3,4,6
"2376","mtt","TY","Dsim",0.767,3,4,6
"2377","mtt","Tbh","Dmel",0.7,3,4,27
"2378","mtt","Tbh","Dsec",0.556,3,4,27
"2379","mtt","Tbh","Dsim",0.786,3,4,27
"2380","myo","CTX","Dmel",0.837,3,1,75
"2381","myo","CTX","Dsec",0.594,3,1,75
"2382","myo","CTX","Dsim",0.52,3,1,75
"2383","nonA","Hug","Dmel",0.579,3,2,21
"2384","nonA","Hug","Dsec",0.55,3,2,21
"2385","nonA","Hug","Dsim",0.5,3,2,21
"2386","nonA","Proc","Dmel",0.584,3,2,35
"2387","nonA","Proc","Dsec",0.591,3,2,35
"2388","nonA","Proc","Dsim",0.506,3,2,35
"2389","nrm","AstA","Dmel",0.672,3,4,41
"2390","nrm","AstA","Dsec",0.613,3,4,41
"2391","nrm","AstA","Dsim",0.621,3,4,41
"2392","nrm","Dh44","Dmel",0.58,3,4,6
"2393","nrm","Dh44","Dsec",0.542,3,4,6
"2394","nrm","Dh44","Dsim",0.543,3,4,6
"2395","nrm","Tbh","Dmel",0.567,3,4,27
"2396","nrm","Tbh","Dsec",0.833,3,4,27
"2397","nrm","Tbh","Dsim",0.5,3,4,27
"2398","nrm","fru(Glu)","Dmel",0.585,3,4,8
"2399","nrm","fru(Glu)","Dsec",0.518,3,4,8
"2400","nrm","fru(Glu)","Dsim",0.522,3,4,8
"2401","nrv2","CTX","Dmel",0.837,3,2,75
"2402","nrv2","CTX","Dsec",0.748,3,2,75
"2403","nrv2","CTX","Dsim",0.814,3,2,75
"2404","nrv2","ENS","Dmel",0.692,3,2,24
"2405","nrv2","ENS","Dsec",0.627,3,2,24
"2406","nrv2","ENS","Dsim",0.699,3,2,24
"2407","nuf","Blood","Dmel",1,3,4,56
"2408","nuf","Blood","Dsec",0.75,3,4,56
"2409","nuf","Blood","Dsim",0.826,3,4,56
"2410","nuf","CTX","Dmel",0.677,3,4,75
"2411","nuf","CTX","Dsec",0.697,3,4,75
"2412","nuf","CTX","Dsim",0.897,3,4,75
"2413","nuf","ENS","Dmel",0.693,3,4,24
"2414","nuf","ENS","Dsec",0.835,3,4,24
"2415","nuf","ENS","Dsim",0.843,3,4,24
"2416","nuf","PRN","Dmel",0.772,3,4,24
"2417","nuf","PRN","Dsec",0.706,3,4,24
"2418","nuf","PRN","Dsim",0.81,3,4,24
"2419","numb","OCTY","Dmel",0.604,3,3,13
"2420","numb","OCTY","Dsec",0.739,3,3,13
"2421","numb","OCTY","Dsim",0.66,3,3,13
"2422","numb","TY","Dmel",0.528,3,3,6
"2423","numb","TY","Dsec",0.561,3,3,6
"2424","numb","TY","Dsim",0.711,3,3,6
"2425","numb","Tbh","Dmel",0.7,3,3,27
"2426","numb","Tbh","Dsec",0.667,3,3,27
"2427","numb","Tbh","Dsim",0.714,3,3,27
"2428","ogre","AST","Dmel",0.724,3,1,20
"2429","ogre","AST","Dsec",0.553,3,1,20
"2430","ogre","AST","Dsim",0.653,3,1,20
"2431","orb","RYa","Dmel",0.81,3,1,51
"2432","orb","RYa","Dsec",0.723,3,1,51
"2433","orb","RYa","Dsim",0.804,3,1,51
"2434","osp","Proc","Dmel",0.528,3,1,35
"2435","osp","Proc","Dsec",0.519,3,1,35
"2436","osp","Proc","Dsim",0.637,3,1,35
"2437","ovo","SUB","Dmel",0.659,3,1,19
"2438","ovo","SUB","Dsec",0.733,3,1,19
"2439","ovo","SUB","Dsim",0.533,3,1,19
"2440","pcs","ENS","Dmel",0.537,3,1,24
"2441","pcs","ENS","Dsec",0.503,3,1,24
"2442","pcs","ENS","Dsim",0.555,3,1,24
"2443","pigs","Crz","Dmel",0.607,3,2,24
"2444","pigs","Crz","Dsec",0.5,3,2,24
"2445","pigs","Crz","Dsim",0.529,3,2,24
"2446","pigs","IPC","Dmel",0.528,3,2,32
"2447","pigs","IPC","Dsec",0.562,3,2,32
"2448","pigs","IPC","Dsim",0.581,3,2,32
"2449","ple","DOP","Dmel",0.765,3,1,4
"2450","ple","DOP","Dsec",0.805,3,1,4
"2451","ple","DOP","Dsim",0.761,3,1,4
"2452","pnt","AST","Dmel",0.698,3,3,20
"2453","pnt","AST","Dsec",0.964,3,3,20
"2454","pnt","AST","Dsim",0.851,3,3,20
"2455","pnt","AstA","Dmel",1,3,3,41
"2456","pnt","AstA","Dsec",0.774,3,3,41
"2457","pnt","AstA","Dsim",0.862,3,3,41
"2458","pnt","Blood","Dmel",1,3,3,56
"2459","pnt","Blood","Dsec",1,3,3,56
"2460","pnt","Blood","Dsim",0.783,3,3,56
"2461","prt","γ-KC","Dmel",0.529,3,1,19
"2462","prt","γ-KC","Dsec",0.55,3,1,19
"2463","prt","γ-KC","Dsim",0.58,3,1,19
"2464","pxb","SIFa","Dmel",0.559,3,1,32
"2465","pxb","SIFa","Dsec",0.657,3,1,32
"2466","pxb","SIFa","Dsim",0.8,3,1,32
"2467","raskol","CTX","Dmel",0.66,3,3,75
"2468","raskol","CTX","Dsec",0.781,3,3,75
"2469","raskol","CTX","Dsim",0.691,3,3,75
"2470","raskol","Crz","Dmel",0.679,3,3,24
"2471","raskol","Crz","Dsec",0.833,3,3,24
"2472","raskol","Crz","Dsim",0.529,3,3,24
"2473","raskol","SUB","Dmel",0.523,3,3,19
"2474","raskol","SUB","Dsec",0.667,3,3,19
"2475","raskol","SUB","Dsim",0.667,3,3,19
"2476","regucalcin","Blood","Dmel",1,3,1,56
"2477","regucalcin","Blood","Dsec",0.75,3,1,56
"2478","regucalcin","Blood","Dsim",0.957,3,1,56
"2479","rhea","Hug","Dmel",0.658,3,3,21
"2480","rhea","Hug","Dsec",0.525,3,3,21
"2481","rhea","Hug","Dsim",0.639,3,3,21
"2482","rhea","IPC","Dmel",1,3,3,32
"2483","rhea","IPC","Dsec",1,3,3,32
"2484","rhea","IPC","Dsim",1,3,3,32
"2485","rhea","Proc","Dmel",0.995,3,3,35
"2486","rhea","Proc","Dsec",0.994,3,3,35
"2487","rhea","Proc","Dsim",1,3,3,35
"2488","rk","IPC","Dmel",0.583,3,1,32
"2489","rk","IPC","Dsec",0.875,3,1,32
"2490","rk","IPC","Dsim",0.774,3,1,32
"2491","rn","Mip(2)","Dmel",0.875,3,2,23
"2492","rn","Mip(2)","Dsec",0.85,3,2,23
"2493","rn","Mip(2)","Dsim",0.9,3,2,23
"2494","rn","Proc","Dmel",0.543,3,2,35
"2495","rn","Proc","Dsec",0.635,3,2,35
"2496","rn","Proc","Dsim",0.594,3,2,35
"2497","salm","Hug","Dmel",0.605,3,1,21
"2498","salm","Hug","Dsec",0.5,3,1,21
"2499","salm","Hug","Dsim",0.556,3,1,21
"2500","salr","Hug","Dmel",0.605,3,1,21
"2501","salr","Hug","Dsec",0.55,3,1,21
"2502","salr","Hug","Dsim",0.611,3,1,21
"2503","sano","SUB","Dmel",0.659,3,1,19
"2504","sano","SUB","Dsec",0.6,3,1,19
"2505","sano","SUB","Dsim",0.867,3,1,19
"2506","sbm","PRN","Dmel",0.865,3,1,24
"2507","sbm","PRN","Dsec",0.61,3,1,24
"2508","sbm","PRN","Dsim",0.742,3,1,24
"2509","sbr","OPN","Dmel",0.632,3,3,19
"2510","sbr","OPN","Dsec",0.634,3,3,19
"2511","sbr","OPN","Dsim",0.735,3,3,19
"2512","sbr","Poxn","Dmel",0.556,3,3,30
"2513","sbr","Poxn","Dsec",0.643,3,3,30
"2514","sbr","Poxn","Dsim",0.635,3,3,30
"2515","sbr","Proc","Dmel",0.569,3,3,35
"2516","sbr","Proc","Dsec",0.552,3,3,35
"2517","sbr","Proc","Dsim",0.506,3,3,35
"2518","scrib","IPC","Dmel",0.528,3,4,32
"2519","scrib","IPC","Dsec",0.562,3,4,32
"2520","scrib","IPC","Dsim",0.677,3,4,32
"2521","scrib","Poxn","Dmel",0.604,3,4,30
"2522","scrib","Poxn","Dsec",0.55,3,4,30
"2523","scrib","Poxn","Dsim",0.588,3,4,30
"2524","scrib","αβ-KC","Dmel",0.689,3,4,24
"2525","scrib","αβ-KC","Dsec",0.602,3,4,24
"2526","scrib","αβ-KC","Dsim",0.587,3,4,24
"2527","scrib","γ-KC","Dmel",0.668,3,4,19
"2528","scrib","γ-KC","Dsec",0.567,3,4,19
"2529","scrib","γ-KC","Dsim",0.596,3,4,19
"2530","sff","SIFa","Dmel",0.853,3,2,32
"2531","sff","SIFa","Dsec",0.857,3,2,32
"2532","sff","SIFa","Dsim",0.88,3,2,32
"2533","sff","TY","Dmel",0.517,3,2,6
"2534","sff","TY","Dsec",0.727,3,2,6
"2535","sff","TY","Dsim",0.711,3,2,6
"2536","sfl","Poxn","Dmel",0.567,3,1,30
"2537","sfl","Poxn","Dsec",0.553,3,1,30
"2538","sfl","Poxn","Dsim",0.545,3,1,30
"2539","side-V","Crz","Dmel",0.643,3,1,24
"2540","side-V","Crz","Dsec",0.5,3,1,24
"2541","side-V","Crz","Dsim",0.647,3,1,24
"2542","side-VIII","Crz","Dmel",0.643,3,1,24
"2543","side-VIII","Crz","Dsec",0.5,3,1,24
"2544","side-VIII","Crz","Dsim",0.529,3,1,24
"2545","smash","CTX","Dmel",0.521,3,1,75
"2546","smash","CTX","Dsec",0.619,3,1,75
"2547","smash","CTX","Dsim",0.652,3,1,75
"2548","sns","Mip(2)","Dmel",0.5,3,1,23
"2549","sns","Mip(2)","Dsec",0.75,3,1,23
"2550","sns","Mip(2)","Dsim",0.55,3,1,23
"2551","sog","PRN","Dmel",0.856,3,2,24
"2552","sog","PRN","Dsec",0.909,3,2,24
"2553","sog","PRN","Dsim",0.931,3,2,24
"2554","sog","SUB","Dmel",0.886,3,2,19
"2555","sog","SUB","Dsec",0.867,3,2,19
"2556","sog","SUB","Dsim",0.733,3,2,19
"2557","spab","FMRFa(1)","Dmel",0.84,3,2,10
"2558","spab","FMRFa(1)","Dsec",0.818,3,2,10
"2559","spab","FMRFa(1)","Dsim",0.881,3,2,10
"2560","spab","FMRFa(2)","Dmel",0.885,3,2,18
"2561","spab","FMRFa(2)","Dsec",0.778,3,2,18
"2562","spab","FMRFa(2)","Dsim",0.947,3,2,18
"2563","spir","AST","Dmel",0.908,3,3,20
"2564","spir","AST","Dsec",0.864,3,3,20
"2565","spir","AST","Dsim",0.82,3,3,20
"2566","spir","ENS","Dmel",0.741,3,3,24
"2567","spir","ENS","Dsec",0.696,3,3,24
"2568","spir","ENS","Dsim",0.734,3,3,24
"2569","spir","α'β'-KC","Dmel",0.524,3,3,25
"2570","spir","α'β'-KC","Dsec",0.591,3,3,25
"2571","spir","α'β'-KC","Dsim",0.688,3,3,25
"2572","spri","Blood","Dmel",0.6,3,4,56
"2573","spri","Blood","Dsec",0.75,3,4,56
"2574","spri","Blood","Dsim",0.87,3,4,56
"2575","spri","CTX","Dmel",0.922,3,4,75
"2576","spri","CTX","Dsec",0.871,3,4,75
"2577","spri","CTX","Dsim",0.848,3,4,75
"2578","spri","ENS","Dmel",0.728,3,4,24
"2579","spri","ENS","Dsec",0.757,3,4,24
"2580","spri","ENS","Dsim",0.595,3,4,24
"2581","spri","PRN","Dmel",0.973,3,4,24
"2582","spri","PRN","Dsec",0.884,3,4,24
"2583","spri","PRN","Dsim",0.755,3,4,24
"2584","sr","Blood","Dmel",0.6,3,2,56
"2585","sr","Blood","Dsec",1,3,2,56
"2586","sr","Blood","Dsim",0.783,3,2,56
"2587","sr","Mip(2)","Dmel",0.542,3,2,23
"2588","sr","Mip(2)","Dsec",0.55,3,2,23
"2589","sr","Mip(2)","Dsim",0.6,3,2,23
"2590","sta","Fat","Dmel",0.75,3,1,89
"2591","sta","Fat","Dsec",0.73,3,1,89
"2592","sta","Fat","Dsim",0.762,3,1,89
"2593","stumps","ENS","Dmel",0.524,3,1,24
"2594","stumps","ENS","Dsec",0.644,3,1,24
"2595","stumps","ENS","Dsim",0.675,3,1,24
"2596","stx","AstA","Dmel",0.672,3,3,41
"2597","stx","AstA","Dsec",0.5,3,3,41
"2598","stx","AstA","Dsim",0.724,3,3,41
"2599","stx","Mip(2)","Dmel",0.583,3,3,23
"2600","stx","Mip(2)","Dsec",0.5,3,3,23
"2601","stx","Mip(2)","Dsim",0.6,3,3,23
"2602","stx","OPN","Dmel",0.7,3,3,19
"2603","stx","OPN","Dsec",0.588,3,3,19
"2604","stx","OPN","Dsim",0.682,3,3,19
"2605","svr","FMRFa(2)","Dmel",0.577,3,2,18
"2606","svr","FMRFa(2)","Dsec",0.556,3,2,18
"2607","svr","FMRFa(2)","Dsim",0.526,3,2,18
"2608","svr","fru(Ms)","Dmel",0.574,3,2,8
"2609","svr","fru(Ms)","Dsec",0.592,3,2,8
"2610","svr","fru(Ms)","Dsim",0.616,3,2,8
"2611","sws","Proc","Dmel",0.563,3,1,35
"2612","sws","Proc","Dsec",0.779,3,1,35
"2613","sws","Proc","Dsim",0.606,3,1,35
"2614","ths","Proc","Dmel",0.604,3,3,35
"2615","ths","Proc","Dsec",0.707,3,3,35
"2616","ths","Proc","Dsim",0.694,3,3,35
"2617","ths","SIFa","Dmel",0.676,3,3,32
"2618","ths","SIFa","Dsec",0.829,3,3,32
"2619","ths","SIFa","Dsim",0.72,3,3,32
"2620","ths","ort","Dmel",0.926,3,3,16
"2621","ths","ort","Dsec",0.723,3,3,16
"2622","ths","ort","Dsim",0.841,3,3,16
"2623","tim","Clock","Dmel",0.577,3,1,4
"2624","tim","Clock","Dsec",0.568,3,1,4
"2625","tim","Clock","Dsim",0.506,3,1,4
"2626","tinc","OPN","Dmel",0.531,3,3,19
"2627","tinc","OPN","Dsec",0.623,3,3,19
"2628","tinc","OPN","Dsim",0.712,3,3,19
"2629","tinc","Poxn","Dmel",0.844,3,3,30
"2630","tinc","Poxn","Dsec",0.932,3,3,30
"2631","tinc","Poxn","Dsim",0.964,3,3,30
"2632","tinc","RYa","Dmel",0.905,3,3,51
"2633","tinc","RYa","Dsec",1,3,3,51
"2634","tinc","RYa","Dsim",0.824,3,3,51
"2635","tipE","Da5/7","Dmel",0.757,3,1,30
"2636","tipE","Da5/7","Dsec",0.601,3,1,30
"2637","tipE","Da5/7","Dsim",0.889,3,1,30
"2638","tkv","CTX","Dmel",0.663,3,1,75
"2639","tkv","CTX","Dsec",0.8,3,1,75
"2640","tkv","CTX","Dsim",0.784,3,1,75
"2641","toc","Mip(2)","Dmel",0.75,3,2,23
"2642","toc","Mip(2)","Dsec",0.75,3,2,23
"2643","toc","Mip(2)","Dsim",0.55,3,2,23
"2644","toc","αβ-KC","Dmel",0.581,3,2,24
"2645","toc","αβ-KC","Dsec",0.538,3,2,24
"2646","toc","αβ-KC","Dsim",0.5,3,2,24
"2647","trol","ENS","Dmel",0.938,3,1,24
"2648","trol","ENS","Dsec",0.977,3,1,24
"2649","trol","ENS","Dsim",0.975,3,1,24
"2650","trx","AstA","Dmel",0.552,3,1,41
"2651","trx","AstA","Dsec",0.677,3,1,41
"2652","trx","AstA","Dsim",0.534,3,1,41
"2653","tup","RYa","Dmel",0.524,3,1,51
"2654","tup","RYa","Dsec",0.574,3,1,51
"2655","tup","RYa","Dsim",0.51,3,1,51
"2656","twz","SIFa","Dmel",0.853,3,1,32
"2657","twz","SIFa","Dsec",0.943,3,1,32
"2658","twz","SIFa","Dsim",0.8,3,1,32
"2659","unc80","Poxn","Dmel",0.656,3,1,30
"2660","unc80","Poxn","Dsec",0.683,3,1,30
"2661","unc80","Poxn","Dsim",0.585,3,1,30
"2662","upSET","α'β'-KC","Dmel",0.556,3,2,25
"2663","upSET","α'β'-KC","Dsec",0.525,3,2,25
"2664","upSET","α'β'-KC","Dsim",0.702,3,2,25
"2665","upSET","γ-KC","Dmel",0.527,3,2,19
"2666","upSET","γ-KC","Dsec",0.512,3,2,19
"2667","upSET","γ-KC","Dsim",0.646,3,2,19
"2668","ush","Blood","Dmel",0.6,3,1,56
"2669","ush","Blood","Dsec",0.5,3,1,56
"2670","ush","Blood","Dsim",0.652,3,1,56
"2671","vg","OCTY","Dmel",0.658,3,1,13
"2672","vg","OCTY","Dsec",0.586,3,1,13
"2673","vg","OCTY","Dsim",0.64,3,1,13
"2674","vkg","Blood","Dmel",0.6,3,1,56
"2675","vkg","Blood","Dsec",0.5,3,1,56
"2676","vkg","Blood","Dsim",0.522,3,1,56
"2677","vvl","CTX","Dmel",0.837,3,4,75
"2678","vvl","CTX","Dsec",0.832,3,4,75
"2679","vvl","CTX","Dsim",0.873,3,4,75
"2680","vvl","IPC","Dmel",0.778,3,4,32
"2681","vvl","IPC","Dsec",0.844,3,4,32
"2682","vvl","IPC","Dsim",0.742,3,4,32
"2683","vvl","SUB","Dmel",0.773,3,4,19
"2684","vvl","SUB","Dsec",0.933,3,4,19
"2685","vvl","SUB","Dsim",0.733,3,4,19
"2686","vvl","fru(Glu)","Dmel",0.707,3,4,8
"2687","vvl","fru(Glu)","Dsec",0.855,3,4,8
"2688","vvl","fru(Glu)","Dsim",0.796,3,4,8
"2689","wake","Blood","Dmel",1,3,2,56
"2690","wake","Blood","Dsec",0.5,3,2,56
"2691","wake","Blood","Dsim",0.522,3,2,56
"2692","wake","Tbh","Dmel",0.733,3,2,27
"2693","wake","Tbh","Dsec",0.667,3,2,27
"2694","wake","Tbh","Dsim",0.643,3,2,27
"2695","wtrw","CTX","Dmel",1,3,2,75
"2696","wtrw","CTX","Dsec",0.923,3,2,75
"2697","wtrw","CTX","Dsim",0.985,3,2,75
"2698","wtrw","ENS","Dmel",0.731,3,2,24
"2699","wtrw","ENS","Dsec",0.67,3,2,24
"2700","wtrw","ENS","Dsim",0.605,3,2,24
"2701","zfh1","Blood","Dmel",1,3,1,56
"2702","zfh1","Blood","Dsec",1,3,1,56
"2703","zfh1","Blood","Dsim",0.913,3,1,56
"2704","zip","IPC","Dmel",0.556,3,1,32
"2705","zip","IPC","Dsec",0.5,3,1,32
"2706","zip","IPC","Dsim",0.581,3,1,32
"2707","zld","FMRFa(2)","Dmel",0.808,3,1,18
"2708","zld","FMRFa(2)","Dsec",0.639,3,1,18
"2709","zld","FMRFa(2)","Dsim",0.579,3,1,18
"2710","zyd","CTX","Dmel",0.975,3,2,75
"2711","zyd","CTX","Dsec",0.852,3,2,75
"2712","zyd","CTX","Dsim",0.877,3,2,75
"2713","zyd","ENS","Dmel",0.684,3,2,24
"2714","zyd","ENS","Dsec",0.546,3,2,24
"2715","zyd","ENS","Dsim",0.553,3,2,24
