gene,CellType,pair,avg_log2FC,p_val_adj
CG42795,Ach_12,melsec,-0.778016969994588,4.82190837224409e-09
CG42795,TY_1,melsec,-0.99838744948835,0.0469542286087323
CG42795,TY_1,simsec,-1.2093802085061,0.000168750771097991
CG42810,Ach_2,melsim,-0.748980187455161,0
CG42810,Glu_6,melsim,-0.704413478990977,5.46320996775846e-34
CG42810,αβ-KC_1,melsim,-1.13378579233125,0
CG42810,DOP/SER,melsim,-0.727920454563199,4.34474441513063e-23
CG42810,GABA_2,melsim,-0.662671811818892,3.88237338574486e-32
CG42810,fru_2,melsim,-0.738751108058581,4.64737605308286e-61
CG42810,Glu_1,melsim,-0.705319631870607,1.66346656810401e-260
CG42810,DOP_2,melsim,-0.913288366806669,7.17702322612278e-11
CG42810,Glu_3,melsim,-0.65435583613883,4.33836739187199e-141
CG42810,αβ-KC_2,melsim,-1.01305615282545,1.1221109448342e-26
CG42810,Poxn_2,melsim,-0.700439718141092,1.06442981651319e-29
CG42810,GABA_4,melsim,-1.27198600667832,8.63442270622927e-76
CG42810,Glu_11,melsim,-1.17687776208408,1.75773846314996e-21
CG42810,fru_12,melsim,-0.625604485218502,0.00649226898207593
CG42810,GABA_7,melsim,-0.618909832644494,3.6045623274483e-08
CG42810,Tk_1,melsim,-0.596367263993406,1.64772561832813e-15
CG42810,Tk_3,melsim,-1.16438681790088,2.25640048373571e-11
CG42810,fru_5,melsim,-2.36432667894531,5.6794468911826e-56
CG42810,Glu_13,melsim,-0.617912922522443,7.22059058142022e-09
CG42810,Clock_2,melsim,-0.918256850558463,2.19127930509759e-20
CG42810,α'β'-KC,melsim,-1.01447878143236,4.07930080753969e-151
CG42810,Glu_7,melsim,-0.689659879387849,2.19052490489867e-15
CG42810,Ach_5,melsim,-0.642627841432415,1.02009391953394e-37
CG42810,GABA_6,melsim,-0.591535154644642,2.08829199952005e-07
CG42810,Clock_3,melsim,-0.616671360448494,2.87930643050728e-06
CG42810,Ach_16,melsim,-0.70823387562289,1.17949788897989e-09
CG42810,Glu_10,melsim,-0.865524405762274,6.89327903296809e-13
CG42810,GABA_9,melsim,-1.06774460663583,1.92704649409122e-11
CG42810,fru_10,melsim,-1.03562390973072,1.55733255155559e-08
CG42810,GABA_11,melsim,-0.602036014080098,7.14615709161769e-06
CG42810,Ach_11,melsim,-0.835880620238893,3.04568565535969e-17
CG42810,Glu_12,melsim,-0.655351828612554,5.38379261879618e-08
CG42810,GABA_8,melsim,-0.595016165385079,4.66780060612478e-10
CG42810,TY_2,melsim,-0.70626879694329,1.41544848657438e-05
CG42810,Glu_14,melsim,-0.632268215499513,0.0116064542832156
CG42810,OPN,melsim,-0.844412569205911,2.70862757045784e-50
CG42810,Ach_2,simsec,0.715275111763004,0
CG42810,Glu_6,simsec,0.678418270458032,3.68908252928725e-25
CG42810,αβ-KC_1,simsec,1.11011413132297,0
CG42810,DOP/SER,simsec,0.640984817791919,1.17997403910793e-10
CG42810,GABA_2,simsec,0.633026350070367,1.0342875854344e-24
CG42810,fru_2,simsec,0.709530969143587,3.30416540572672e-46
CG42810,Glu_1,simsec,0.670724910366164,1.6247046085272e-185
CG42810,DOP_2,simsec,0.818960984258516,0.000243087500581496
CG42810,Glu_3,simsec,0.630459719792668,6.88567636954237e-108
CG42810,αβ-KC_2,simsec,0.9472540944297,2.19501382483055e-21
CG42810,Poxn_2,simsec,0.689212462717838,9.37516062108948e-19
CG42810,GABA_4,simsec,1.26701975378497,7.07649765758539e-70
CG42810,Glu_11,simsec,1.17687776208408,1.75773846314998e-21
CG42810,GABA_7,simsec,0.595450859820505,0.000969249096997544
CG42810,Tk_3,simsec,1.16438681790088,4.26131021208074e-10
CG42810,fru_5,simsec,2.34341768918233,2.01422826374732e-55
CG42810,Glu_13,simsec,0.617912922522443,0.000152378312276505
CG42810,Clock_2,simsec,0.863115296366003,4.7301340099929e-11
CG42810,α'β'-KC,simsec,0.998603022431043,8.80446278481459e-141
CG42810,Glu_7,simsec,0.676720823680351,4.3674186166447e-12
CG42810,Ach_5,simsec,0.604935551360465,4.04756654300821e-26
CG42810,GABA_6,simsec,0.591535154644642,8.26657182471147e-07
CG42810,Ach_16,simsec,0.636680614597856,0.00071489248329609
CG42810,Glu_10,simsec,0.839048699292868,3.52423994510537e-13
CG42810,GABA_9,simsec,1.04728050407612,4.72259455340577e-08
CG42810,fru_10,simsec,0.94251450533924,1.89173575991416e-05
CG42810,Ach_11,simsec,0.819201879092263,4.40730640313713e-12
CG42810,OPN,simsec,0.804711370552721,7.2897327324181e-42
CG42855,GABA_5,melsec,-0.731614306377978,1.35108786389157e-08
CG42855,CTX,melsec,-1.12574502108207,4.75252979982842e-47
CG42855,ENS,melsec,-0.941567723711428,1.66840355099543e-180
CG42855,sNPF,melsec,-0.611894828508154,2.02661045788648e-26
CG42855,fru_2,melsec,-0.586328747381131,1.36066753937575e-45
CG42855,Glu_11,melsec,-0.591037015130841,1.92710500723294e-06
CG42855,Tk_1,melsec,-0.664069837189432,8.42502116654826e-25
CG42855,AST,melsec,-0.736385843944666,3.25574903468443e-57
CG42855,PRN,melsec,-1.04603703396418,6.22623948849237e-40
CG42855,Ach_9,melsec,-0.587605731047125,5.10389133722649e-07
CG42855,GABA_9,melsec,-0.753360032416875,9.6975319757331e-12
CG42855,SER,melsec,-0.750021746991652,0.0109374074829912
CG42855,Tk_2,melsec,-0.663565060579056,2.54783716287515e-07
CG42855,GABA_5,melsim,-0.757322747243617,1.88270992607815e-11
CG42855,ENS,melsim,-0.967481102196521,1.48076890042644e-168
CG42855,fru_1,melsim,-0.627879927175136,3.53073406026811e-58
CG42855,Glu_11,melsim,-0.693275976322164,3.44948364234062e-08
CG42855,AST,melsim,-0.82272875774414,1.72975936797186e-63
CG42855,PRN,melsim,-1.18468835411405,5.71618364952786e-66
CG42855,fru_5,melsim,-0.642843416801656,4.44956696152982e-20
CG42855,GABA_6,melsim,-0.649175989794052,1.04833048956262e-09
CG42855,Ach_11,melsim,-0.666463177516182,4.16453499141451e-11
CG43066,fru_5,melsec,0.789232903783179,1.72094374265819e-10
CG43066,fru_5,melsim,0.861286492554129,3.60878179074541e-12
CG43078,fru_5,melsec,0.605980281990239,7.37659649521742e-06
CG43232,Glu_9,melsec,-0.686245836558338,6.81900677212368e-09
CG43232,γ-KC,melsec,-0.58956452705992,3.07033915144577e-163
CG43232,Ach_3,melsec,-0.652676943037359,2.51181799418495e-171
CG43232,DOP_1,melsec,-0.605407116827622,2.75700550820519e-27
CG43232,sNPF,melsec,-0.603615207623048,2.16185594407476e-30
CG43232,GABA_2,melsec,-0.622735843353081,2.64849074422065e-33
CG43232,Ach_4,melsec,-0.689114087490235,5.02695059443256e-141
CG43232,Glu_3,melsec,-0.698353949705356,1.57372175033816e-118
CG43232,αβ-KC_2,melsec,-0.672048117484868,3.74324856808553e-14
CG43232,GABA_4,melsec,-0.592051925507476,1.14292024783362e-24
CG43232,Glu_11,melsec,-0.62148837674627,1.46330713787177e-07
CG43232,fru_9,melsec,-0.659924558402378,0.000156074165775742
CG43232,fru_4,melsec,-0.600431623571639,1.24541795767025e-15
CG43232,Tk_3,melsec,-0.646363045385299,0.000166236873147973
CG43232,Ach_15,melsec,-0.590084933333744,6.4229892637846e-05
CG43232,sNPF_CCHa2_AstC,melsec,-0.65555446855121,4.03724451774611e-09
CG43232,Glu_13,melsec,-0.659924558402378,1.15312673516359e-06
CG43232,fru_6,melsec,-0.821854491752719,1.01714636376369e-11
CG43232,Glu_15,melsec,-0.713695814843359,0.0216571436050939
CG43232,Ach_5,melsec,-0.64954432854276,8.66932012797849e-28
CG43232,Ach_9,melsec,-0.719892080807265,3.78714336524916e-09
CG43232,NPF_AstA,melsec,-0.675160309692734,2.02917957611593e-05
CG43232,Clock_3,melsec,-0.601825207784752,0.000189154326897468
CG43232,fru_11,melsec,-0.662965012722429,0.0128392815133335
CG43232,Ach_14,melsec,-0.893084796083488,2.46132719523257e-13
CG43232,Ach_6,melsec,-0.753780704541415,5.083542563732e-20
CG43232,Ach_8,melsec,-0.668378508908794,2.94980201936761e-12
CG43232,fru_8,melsec,-0.68251781014383,1.22709182242209e-07
CG43232,Ach_13,melsec,-0.671377252538629,3.56014168717345e-10
CG43232,Glu_5,melsec,-0.626956589385783,8.46182659214814e-19
CG43232,AstC_FMRFa,melsec,-0.672425341971496,7.02325288048639e-06
CG43232,Tk_Mip_RYa,melsec,-0.637429920615292,0.000359158546505736
CG43232,Ach_12,melsec,-0.590479505688722,2.323897770389e-08
CG43232,GABA_11,melsec,-0.872244452801627,1.11929267835739e-09
CG43232,GABA_12,melsec,-0.792195114886598,4.54661535844916e-06
CG43232,Ach_11,melsec,-0.596103058326357,1.47542097327644e-07
CG43232,Glu_12,melsec,-0.820178962415188,9.58734395314577e-07
CG43232,Glu_9,melsim,-1.04992522533168,1.04000228153863e-19
CG43232,γ-KC,melsim,-1.29115468582375,0
CG43232,Ach_3,melsim,-1.2392687002759,0
CG43232,Ach_2,melsim,-1.32697203668749,0
CG43232,Glu_6,melsim,-1.27163042952218,1.60724410454727e-83
CG43232,αβ-KC_1,melsim,-1.21581304130326,0
CG43232,GABA_5,melsim,-1.11547721741994,6.60398647495022e-19
CG43232,DOP_1,melsim,-1.21899083226126,6.15958067884183e-81
CG43232,Ach_1,melsim,-1.10991990658789,0
CG43232,DOP/SER,melsim,-1.12515513132229,1.11176617820509e-43
CG43232,fru_1,melsim,-1.16783034812271,1.63080034881372e-129
CG43232,sNPF,melsim,-1.23279026844177,5.09009620010773e-73
CG43232,GABA_2,melsim,-1.28468790729599,5.56501522375851e-88
CG43232,CCHa2,melsim,-1.20233323665764,6.1577558066008e-90
CG43232,Mip,melsim,-0.954196310386875,2.10135610084158e-24
CG43232,Ach_4,melsim,-1.3421064247823,0
CG43232,fru_2,melsim,-1.13818139107353,1.01066027413734e-101
CG43232,Glu_1,melsim,-1.2596563485898,0
CG43232,DOP_2,melsim,-1.05889368905357,1.09447937612811e-18
CG43232,Glu_2,melsim,-1.06615729498903,5.47659450053933e-278
CG43232,Glu_3,melsim,-1.36473734925324,0
CG43232,Dh31,melsim,-1.10852445677817,1.8337795298147e-24
CG43232,αβ-KC_2,melsim,-1.27933621816289,3.91039744463665e-29
CG43232,GABA_1,melsim,-1.11849676263531,2.01796708669391e-160
CG43232,Poxn_2,melsim,-1.34115392110393,4.78680247661519e-63
CG43232,GABA_4,melsim,-1.23253007481989,4.33804538622303e-82
CG43232,Glu_11,melsim,-1.37529132048609,9.24094248481199e-24
CG43232,fru_9,melsim,-1.32192809488736,1.63632188560549e-17
CG43232,Glu_8,melsim,-1.19378699201911,8.39266443899087e-23
CG43232,GABA_7,melsim,-1.1926450779424,9.48869456986991e-22
CG43232,OCTY,melsim,-1.43493705671655,2.09085589182178e-07
CG43232,fru_4,melsim,-1.31076275084695,1.32530928733411e-61
CG43232,Tk_1,melsim,-1.01707351335894,3.3619986531523e-34
CG43232,Tk_3,melsim,-1.22948184612277,2.25640048373574e-11
CG43232,Ach_15,melsim,-1.38125950085482,9.99986162669955e-22
CG43232,sNPF_CCHa2_AstC,melsim,-0.932095935498197,3.70758010211736e-16
CG43232,Poxn_1,melsim,-1.24731005354078,1.6442842947458e-39
CG43232,fru_5,melsim,-1.35198532874354,4.58127039426149e-39
CG43232,Glu_13,melsim,-1.23053176614646,2.04621307139969e-27
CG43232,Clock_2,melsim,-1.16175106999661,2.50319052431068e-34
CG43232,fru_6,melsim,-1.2125446353801,5.17009005243783e-28
CG43232,α'β'-KC,melsim,-1.39917875504044,1.43912226144477e-214
CG43232,fru_3,melsim,-1.18687924284975,3.09345734516752e-78
CG43232,fru_7,melsim,-1.27130202181739,1.67850735745471e-19
CG43232,Glu_7,melsim,-1.25525705524207,2.12420317006367e-29
CG43232,Glu_15,melsim,-1.30742852519225,1.94428112372199e-09
CG43232,Ach_5,melsim,-1.22241769541656,2.85382919587772e-79
CG43232,GABA_6,melsim,-1.13210353600735,7.63379484327702e-19
CG43232,NPF_Dh31,melsim,-1.17218097538268,2.89349126619488e-21
CG43232,Ach_9,melsim,-1.45354706238544,3.2844193450687e-33
CG43232,GABA_3,melsim,-1.14470501145304,4.62514561483474e-32
CG43232,NPF_AstA,melsim,-1.21883460192326,1.49526807501697e-16
CG43232,Poxn_3,melsim,-1.35548065459839,4.74823930230945e-31
CG43232,Glu_4,melsim,-1.06608919045777,2.82937999915691e-59
CG43232,Ach_7,melsim,-1.24891329758914,9.84839092867387e-46
CG43232,Clock_3,melsim,-1.16700751806002,2.20517118869756e-15
CG43232,Ach_17,melsim,-1.21089678249862,1.68375063087343e-08
CG43232,RYa,melsim,-0.97982211806237,2.44866570401258e-13
CG43232,fru_11,melsim,-0.982722008568164,1.9224901424242e-08
CG43232,Clock_1,melsim,-1.20369775694955,1.51496283735803e-27
CG43232,Ach_16,melsim,-1.38163434101163,3.7856403993548e-23
CG43232,GABA_14,melsim,-1.07275634243531,4.26918612319015e-08
CG43232,Poxn_5,melsim,-1.06711419585854,0.00602730315181951
CG43232,Poxn_4,melsim,-1.10825289065202,3.69304084548178e-19
CG43232,GABA_13,melsim,-1.29123129766445,2.06079848435543e-13
CG43232,Ach_14,melsim,-1.24997825300835,2.64093291288134e-30
CG43232,Ach_6,melsim,-0.998398411758109,7.02066695588403e-38
CG43232,Glu_10,melsim,-1.36587144247496,1.06589917528351e-32
CG43232,Ach_8,melsim,-1.36847068082439,1.96317709983892e-39
CG43232,GABA_9,melsim,-1.01380579952503,2.56513095675892e-16
CG43232,SER,melsim,-1.05062607306997,0.00017479571506088
CG43232,fru_8,melsim,-1.24236083756904,9.58719995690696e-23
CG43232,Tk_2,melsim,-1.16046467219325,1.15622448749652e-33
CG43232,Ach_13,melsim,-1.37601561044966,1.04285054330325e-27
CG43232,Glu_5,melsim,-1.06030051026781,5.40653809902579e-48
CG43232,AstC_FMRFa,melsim,-1.16146342269412,3.38939147716445e-13
CG43232,Tk_Mip_RYa,melsim,-1.34395440121736,1.92606302504428e-14
CG43232,Ach_12,melsim,-1.16992500144231,1.07433062621229e-32
CG43232,GABA_11,melsim,-1.32192809488736,1.54639468069277e-16
CG43232,GABA_12,melsim,-1.17632277264046,4.2599093810097e-11
CG43232,TY_1,melsim,-0.989006588607471,0.000208460311824722
CG43232,Ach_11,melsim,-1.16820032097285,9.05474924850659e-25
CG43232,FMRFa_Dh44,melsim,-0.97490901903717,9.3842680668191e-05
CG43232,Glu_12,melsim,-1.27052894238072,1.21210086042511e-20
CG43232,GABA_8,melsim,-1.33598369010878,1.01008893467296e-26
CG43232,Ach_10,melsim,-1.02722146873502,8.75598858192214e-17
CG43232,TY_2,melsim,-1.09192248944104,8.8894638454895e-14
CG43232,Tk_sNPF,melsim,-1.30485458152842,1.18270176779108e-06
CG43232,Glu_14,melsim,-1.18586654531133,1.69259119915416e-07
CG43232,fru_13,melsim,-0.777607578663552,0.00708644916817079
CG43232,GABA_10,melsim,-1.34314458079706,5.9188083130802e-17
CG43232,sNPF_Dh44,melsim,-0.971985623830404,0.000981182375408932
CG43232,FMRFa,melsim,-1.28950661719498,0.00186246802814448
CG43232,OPN,melsim,-1.40042040320666,3.30692501565287e-106
CG43232,γ-KC,simsec,0.70159015876383,1.78870854266309e-111
CG43232,Ach_3,simsec,0.586591757238539,1.37582511589796e-72
CG43232,Ach_2,simsec,0.757560018243442,4.1174270542054e-269
CG43232,Glu_6,simsec,0.7522562704286,2.42749587757342e-21
CG43232,αβ-KC_1,simsec,0.723115789634043,7.94752351964184e-148
CG43232,GABA_5,simsec,0.651530117660146,0.0232345620570667
CG43232,DOP_1,simsec,0.613583715433643,6.52419961878972e-17
CG43232,DOP/SER,simsec,0.610581958492532,2.49356927550099e-06
CG43232,fru_1,simsec,0.60788771617964,9.34809603733666e-30
CG43232,sNPF,simsec,0.629175060818725,1.09704802233504e-14
CG43232,GABA_2,simsec,0.661952063942914,3.20967984909941e-19
CG43232,CCHa2,simsec,0.630129966651826,3.69490925881241e-17
CG43232,Ach_4,simsec,0.652992337292069,6.2989055978339e-80
CG43232,fru_2,simsec,0.627593259268891,2.85034223596735e-22
CG43232,Glu_1,simsec,0.729507089514286,6.51706151275562e-138
CG43232,DOP_2,simsec,0.638990434602908,0.0105726247686286
CG43232,Glu_3,simsec,0.666383399547886,3.02975826657716e-69
CG43232,Dh31,simsec,0.592400832385011,0.016074510668344
CG43232,αβ-KC_2,simsec,0.607288100678027,0.00654558525450904
CG43232,GABA_1,simsec,0.60242156464032,1.00622037857958e-28
CG43232,Poxn_2,simsec,0.912931930961972,1.35005631764373e-19
CG43232,GABA_4,simsec,0.640478149312417,4.89542139842831e-19
CG43232,Glu_11,simsec,0.753802943739817,0.000752505554529287
CG43232,Glu_8,simsec,0.688302250413841,4.96485351856004e-05
CG43232,GABA_7,simsec,0.71399147936758,0.00913049637664522
CG43232,fru_4,simsec,0.710331127275306,5.70916165497181e-12
CG43232,Ach_15,simsec,0.791174567521076,6.00973904017562e-05
CG43232,Poxn_1,simsec,0.749810394069961,3.90769700826125e-13
CG43232,fru_5,simsec,0.83530756758886,6.15492529649066e-12
CG43232,Clock_2,simsec,0.858682002360566,2.92520951726747e-11
CG43232,α'β'-KC,simsec,0.820525507918402,2.24660260980062e-70
CG43232,fru_3,simsec,0.620593829299327,1.63972023626379e-15
CG43232,fru_7,simsec,0.735634817353012,7.88750505799787e-06
CG43232,Glu_7,simsec,0.792285078899529,7.77588920869948e-07
CG43232,NPF_Dh31,simsec,0.653452173061611,0.00767874457514003
CG43232,Ach_9,simsec,0.733654981578176,0.00048484102191601
CG43232,GABA_3,simsec,0.594702349085679,2.41663921578934e-07
CG43232,Poxn_3,simsec,0.779978483126299,3.51216091568379e-08
CG43232,Ach_7,simsec,0.707019518759871,6.93128383279265e-08
CG43232,Clock_1,simsec,0.718199631005376,3.4992255692729e-06
CG43232,Ach_16,simsec,0.804845771736174,2.5537088622231e-05
CG43232,GABA_13,simsec,0.831799679027149,0.0200020999161141
CG43232,Glu_10,simsec,0.83769496784538,1.76780712939644e-11
CG43232,Ach_8,simsec,0.700092171915599,2.3074692096018e-06
CG43232,Tk_2,simsec,0.619003810108676,4.34166745196685e-06
CG43232,Ach_13,simsec,0.70463835791103,0.000510181575049966
CG43232,GABA_8,simsec,0.83577880756726,7.06112788186941e-10
CG43232,TY_2,simsec,0.787067907912618,0.000834229948506099
CG43232,GABA_10,simsec,0.889778962859115,3.50116886607071e-06
CG43232,OPN,simsec,0.829106963997357,1.17336413492982e-34
CG43373,fru_5,melsec,0.874469117916141,0.00322187038494343
CG43373,fru_5,melsim,0.800691191776593,0.0122213753112851
CG43658,PRN,melsec,0.731813106400603,3.64184925128276e-13
CG43658,Ach_9,melsec,0.681883635486166,0.010603851000762
CG43658,OCTY,melsec,-1.10467046246335,0.0132202327772262
CG43658,OCTY,melsim,-1.19234598080421,0.00211656736819716
CG43658,Ach_9,melsim,0.681177815980459,0.00695277714194456
CG43658,Tk_Mip_RYa,melsim,-0.936990202474199,0.000863918732754354
CG43658,PRN,simsec,0.698621993205617,2.40828031699617e-06
CG43658,Tk_Mip_RYa,simsec,0.957974326827511,0.000702662224873874
CG43689,Glu_9,melsim,-0.902091812014936,0.0105304751338369
CG43693,ENS,melsec,0.660618294692907,1.89537963213532e-73
CG43693,ENS,melsim,0.592019278364232,8.62004625989525e-53
CG43693,AST,melsim,-0.820937577205607,3.2437583368722e-39
CG43693,AST,simsec,0.774423770295305,2.85891467090866e-31
CG43707,OPN,simsec,-0.644641661457898,6.90346349459939e-15
CG43737,fru_5,melsec,0.909370518936629,2.63044030267201e-07
CG43737,αβ-KC_1,melsim,0.621755516877579,1.23627409528672e-78
CG43737,αβ-KC_2,melsim,0.886297735298302,1.19923850569011e-10
CG43737,Dh31,melsim,0.670336256333033,0.0273013600700298
CG43737,Ach_8,melsim,0.635281454036715,0.0122020412491428
CG43759,CTX,melsec,2.54478293701094,2.11146303366634e-51
CG43759,ENS,melsec,1.72142516523776,2.34297371996101e-165
CG43759,Ach_15,melsec,0.5886102777363,0.0285067523336648
CG43759,Poxn_3,melsec,0.771476122673571,1.78015003981049e-07
CG43759,TY_3,melsec,0.999857603016132,0.00146673332127118
CG43759,Glu_12,melsec,0.855791064036748,0.0408469388198192
CG43759,ENS,melsim,1.70883425995628,2.91813242862606e-138
CG43759,Glu_12,melsim,0.660709686543989,0.0168001561391562
CG43759,CTX,melsim,2.38968354006644,3.1583514293807e-76
CG43759,fru_10,simsec,0.921997487998727,0.03155537629093
CG43783,Glu_9,melsec,-1.28286741983195,7.78536283011275e-23
CG43783,γ-KC,melsec,-1.22130242016465,0
CG43783,Ach_2,melsec,-1.61255693288901,0
CG43783,Glu_6,melsec,-1.48080303967475,6.02180178070175e-94
CG43783,αβ-KC_1,melsec,-1.20122639830021,0
CG43783,GABA_5,melsec,-1.53791011053101,1.01081745815415e-30
CG43783,ENS,melsec,-0.869429479346261,3.05404208998568e-151
CG43783,Ach_1,melsec,-1.53311241499208,0
CG43783,DOP/SER,melsec,-1.3805853509499,6.99530237348696e-52
CG43783,fru_1,melsec,-1.55134625440301,7.70266501503732e-150
CG43783,sNPF,melsec,-1.45649659499639,1.76909896245305e-83
CG43783,GABA_2,melsec,-1.95136070480047,5.41161251563809e-114
CG43783,CCHa2,melsec,-1.51725993959736,9.0985007572006e-94
CG43783,Mip,melsec,-1.71424866109733,5.53710986749327e-47
CG43783,Ach_4,melsec,-1.80696366841194,0
CG43783,Glu_1,melsec,-1.46656629754426,0
CG43783,DOP_2,melsec,-1.34041879405858,2.34786629043093e-17
CG43783,Glu_2,melsec,-1.42745081419957,0
CG43783,Dh31,melsec,-1.53977239652119,2.40643955048098e-29
CG43783,αβ-KC_2,melsec,-1.19913514646685,2.58429237336924e-33
CG43783,GABA_1,melsec,-1.59877684786709,1.299291346068e-238
CG43783,Poxn_2,melsec,-1.4824390659218,2.58465042491688e-47
CG43783,Glu_8,melsec,-1.64091130215657,2.27132422793141e-35
CG43783,OCTY,melsec,-1.68805599368526,3.42903672563265e-15
CG43783,fru_4,melsec,-1.71599528556166,4.07309595514272e-70
CG43783,Tk_1,melsec,-1.52683838562534,1.31812451298793e-57
CG43783,AST,melsec,-1.78248256081691,2.77480309762909e-177
CG43783,PRN,melsec,-0.812544813928442,1.29893031986513e-33
CG43783,Tk_3,melsec,-1.03102689562062,5.84392196431182e-14
CG43783,Poxn_1,melsec,-1.13496638306161,1.04198923095342e-39
CG43783,fru_5,melsec,-1.6667358621675,2.60262258443037e-48
CG43783,Clock_2,melsec,-1.21535548798213,2.06134896971782e-21
CG43783,fru_6,melsec,-1.29157342879822,1.22099244414834e-19
CG43783,α'β'-KC,melsec,-1.17276841230655,2.91468572569738e-144
CG43783,fru_3,melsec,-1.6255446260794,3.9546993369694e-98
CG43783,fru_7,melsec,-1.66302019431095,5.82141414104892e-30
CG43783,Glu_7,melsec,-1.35803254682297,5.97099660754277e-27
CG43783,Glu_15,melsec,-1.80519416932886,5.19265226260877e-13
CG43783,Ach_9,melsec,-1.64708316544335,8.42251592080554e-30
CG43783,GABA_3,melsec,-1.24633778489083,2.76731825242863e-31
CG43783,NPF_AstA,melsec,-1.42084312096005,7.96731605423899e-21
CG43783,SUB,melsec,-0.606988807051155,0.0271258374002383
CG43783,Glu_4,melsec,-1.40959800347575,4.63340849496104e-75
CG43783,Clock_3,melsec,-1.33263857496936,5.52883734930759e-16
CG43783,Ach_17,melsec,-1.75425873987812,1.64049113118605e-12
CG43783,RYa,melsec,-1.18442457113743,4.66449932315574e-18
CG43783,fru_11,melsec,-0.938599455335857,2.90507904817192e-08
CG43783,Clock_1,melsec,-1.35477194324049,3.12483950319711e-35
CG43783,GABA_14,melsec,-1.77140623949524,3.77334306315039e-14
CG43783,Poxn_5,melsec,-1.34103691783507,5.12121218681791e-05
CG43783,GABA_13,melsec,-1.57490883605723,3.68141428755368e-15
CG43783,Ach_6,melsec,-1.3743955147815,2.2548890491079e-48
CG43783,Glu_10,melsec,-1.57849385855222,1.20072875471114e-30
CG43783,GABA_9,melsec,-1.62245792990164,7.60932065728247e-20
CG43783,fru_8,melsec,-1.34716919949415,5.29907818777964e-14
CG43783,Glu_5,melsec,-1.61811589248398,2.15667793747423e-70
CG43783,fru_10,melsec,-1.33151414371656,5.09038921940156e-15
CG43783,GABA_11,melsec,-1.98185265328974,9.77481879953258e-22
CG43783,Glu_12,melsec,-1.23577145113765,2.78591901859864e-14
CG43783,MS,melsec,-1.55551872282867,5.26445021820998e-06
CG43783,GABA_8,melsec,-1.65203499356213,3.7868586656218e-26
CG43783,Tk_sNPF,melsec,-1.18286405714981,6.03317196390752e-11
CG43783,Glu_14,melsec,-1.59807800051141,4.56744082604788e-16
CG43783,Poxn_6,melsec,-1.11103131238874,0.0153038185322226
CG43783,OPN,melsec,-1.36381041706928,9.2185389221541e-111
CG43783,γ-KC,melsim,-1.26541287902328,0
CG43783,Ach_2,melsim,-1.70867330398944,0
CG43783,Glu_6,melsim,-1.45702236274802,6.0611293753436e-86
CG43783,αβ-KC_1,melsim,-1.27076676945259,0
CG43783,CTX,melsim,-0.641599369385562,3.6162472808885e-21
CG43783,ENS,melsim,-0.941199368043339,2.67069145092978e-153
CG43783,fru_1,melsim,-1.50318316474476,7.77543751850632e-167
CG43783,sNPF,melsim,-1.49057494445228,1.30699342198914e-84
CG43783,CCHa2,melsim,-1.61857769509631,3.79986063957426e-107
CG43783,Mip,melsim,-1.85106786266111,2.28199646119596e-46
CG43783,Ach_4,melsim,-1.91838718370412,0
CG43783,Glu_1,melsim,-1.54061892332494,0
CG43783,DOP_2,melsim,-1.24274106672825,1.41065695503387e-19
CG43783,Dh31,melsim,-1.45229952760699,8.10854583332476e-26
CG43783,αβ-KC_2,melsim,-1.31447026144482,2.48244832516537e-33
CG43783,Glu_8,melsim,-1.73554817629464,5.03156488092631e-37
CG43783,GABA_7,melsim,-1.69600860626486,3.71624413299194e-27
CG43783,OCTY,melsim,-1.45456586346548,5.88843969667494e-10
CG43783,Tk_1,melsim,-1.43378759044517,2.22358716623531e-38
CG43783,AST,melsim,-2.03258794135453,7.83644261649167e-225
CG43783,PRN,melsim,-0.913845025069494,1.53137322074656e-44
CG43783,Tk_3,melsim,-0.785875194647152,0.00105211637501155
CG43783,sNPF_CCHa2_AstC,melsim,-1.47234954075549,4.34463967566663e-27
CG43783,Poxn_1,melsim,-1.06833991249546,1.82456977475098e-27
CG43783,fru_5,melsim,-1.60108656025123,6.05707810603347e-46
CG43783,Clock_2,melsim,-1.22059526609006,1.58153301295296e-33
CG43783,fru_6,melsim,-1.42080933656455,4.60099516914137e-32
CG43783,α'β'-KC,melsim,-1.19435369126075,5.19136262726499e-159
CG43783,fru_7,melsim,-1.52868986451005,1.11331428222847e-18
CG43783,Glu_7,melsim,-1.27193097722878,3.90755568961392e-26
CG43783,Glu_15,melsim,-1.89123400039555,8.40421110839004e-13
CG43783,Ach_9,melsim,-1.61257473192902,3.01769005740288e-31
CG43783,GABA_3,melsim,-1.16255301278596,6.75441433136369e-22
CG43783,NPF_AstA,melsim,-1.52572329734648,6.31935563680132e-23
CG43783,Clock_3,melsim,-1.3416120404422,2.91873081545903e-19
CG43783,RYa,melsim,-1.11547721741994,3.12012191402501e-17
CG43783,fru_11,melsim,-1.34914956362239,5.41266959727284e-11
CG43783,Ach_16,melsim,-2.1007433632413,2.20832204455024e-30
CG43783,GABA_14,melsim,-1.64677958498149,2.53868728561995e-13
CG43783,GABA_13,melsim,-1.9018196060611,3.11751701585971e-16
CG43783,Glu_10,melsim,-1.78562604796057,1.39579122870475e-38
CG43783,GABA_9,melsim,-1.49749965947082,4.53584354729457e-17
