gene,CellType,pair,avg_log2FC,p_val_adj
Dscam2,Poxn_2,simsec,0.6556854312764,1.00890278808169e-08
Dscam2,GABA_7,simsec,0.716167886887465,0.00254259260919164
Dscam2,Tk_1,simsec,0.690247692613397,1.33796155066865e-05
Dscam2,Tk_3,simsec,0.9888378937127,1.40037288249813e-06
Dscam2,Ach_15,simsec,0.780979840338398,0.000672859774466217
Dscam2,GABA_9,simsec,0.778959682830833,0.0201403094277797
Dscam2,Ach_12,simsec,0.856558920058374,3.33444148885028e-10
Dscam2,TY_1,simsec,0.621890861354227,0.000132518798429377
Dscam2,GABA_8,simsec,0.763864126806567,5.76609195765467e-06
Dscam3,Clock_2,melsec,-0.619145259381454,0.00185814634114756
Dscam4,Ach_8,melsec,0.731347556596555,0.010311329838913
Dscam4,Ach_8,melsim,0.59761103607066,0.0357771954518808
Dyb,α'β'-KC,melsim,-0.697095222897363,6.93699880938859e-47
Dyrk2,CTX,melsec,-0.683420748604364,6.83639933624549e-10
Dys,PRN,melsec,0.94149966305297,1.00667417364763e-32
Dys,CTX,melsec,-1.00548049227795,7.37033676407098e-19
Dys,CTX,simsec,-1.46410543229057,2.91554472907194e-34
Dys,Ach_16,simsec,-0.788050077992842,0.00103897954570234
E23,CTX,melsim,-0.755826642373849,7.81203274321618e-11
Eaat1,AST,melsec,0.872876759647683,7.60135323652409e-65
Eip63E,Glu_11,simsec,-0.760980062103544,0.00865462039510585
Eip63F-1,GABA_6,melsec,1.05620824188681,1.19213829534251e-05
Eip63F-1,Glu_12,melsec,0.686330056114947,0.000704412804819922
Eip63F-1,Tk_3,melsec,0.791955277729453,0.025473541497871
Eip63F-1,Poxn_3,melsec,-0.805283572037909,5.66401393692169e-06
Eip63F-1,GABA_6,simsec,1.04771134871697,7.59215468344906e-05
Eip78C,NPF_AstA,melsec,0.906485649243957,4.04505508601429e-05
Eip93F,AST,simsec,-0.611632456193717,2.63753313033617e-16
Elk,Poxn_1,melsec,0.662097555749922,0.00193676029611364
Elk,NPF_Dh31,melsec,0.645541991060862,0.000383543591651123
Elk,TY_3,melsec,1.09779381394796,0.000627202082307142
Elk,NPF_Dh31,melsim,0.742098042969931,3.65460632050508e-05
Elk,NPF_AstA,melsim,0.585219841455118,0.030457573416709
Elk,Ach_8,melsim,0.674397584303101,7.92350893785969e-05
Elk,RYa,simsec,0.907121223862689,0.0100368851292035
Epac,Ach_16,melsim,-0.803553941060794,2.19233158293875e-06
Exn,CTX,melsec,-0.590929249708874,3.02045565537373e-10
Exn,PRN,melsec,-0.923086733343042,2.43600074588038e-15
Exn,Poxn_3,simsec,-0.635509527598439,1.51790972296934e-07
FER,CTX,melsec,-0.899830607270326,2.22462499287301e-15
FER,CTX,simsec,-0.627664215564772,0.00012144296823014
FMRFa,sNPF_CCHa2_AstC,melsec,-0.809177657664422,2.27063983888531e-08
Fas1,Ach_3,melsec,0.612085235060322,1.46054809100943e-79
Fas1,αβ-KC_1,melsec,0.959062788859424,3.21889935407216e-204
Fas1,GABA_5,melsec,0.631196804673966,0.000668088465393361
Fas1,CTX,melsec,1.28728984836117,9.71949397657283e-32
Fas1,ENS,melsec,1.05305448199467,5.85348678088021e-142
Fas1,GABA_2,melsec,0.688212875001178,1.22273114882164e-15
Fas1,Dh31,melsec,0.640587849832098,0.00129586870287882
Fas1,Poxn_2,melsec,0.626502369808188,3.2367567299748e-05
Fas1,Glu_8,melsec,0.684039656987852,2.35900740248719e-06
Fas1,Poxn_1,melsec,0.78919722422285,5.02581262536235e-15
Fas1,fru_5,melsec,0.617868493628596,1.49306830992122e-07
Fas1,Poxn_3,melsec,1.24443218758874,7.6645405922787e-15
Fas1,Poxn_4,melsec,0.727379545337008,0.0357950886580151
Fas1,Ach_14,melsec,0.659248030820982,0.0487447433009649
Fas1,Glu_10,melsec,0.641387934183975,3.6353522055648e-05
Fas1,Ach_8,melsec,0.726270683043532,9.56184062875247e-05
Fas1,Ach_13,melsec,0.605220248731969,0.0156413571736668
Fas1,Tk_Mip_RYa,melsec,0.759818265220024,0.0197760451935022
Fas1,Ach_12,melsec,0.688671714338577,3.91164842663306e-07
Fas1,GABA_10,melsec,0.858902860526673,0.000123687424135956
Fas1,OPN,melsec,0.756995294136216,4.99051736002722e-25
Fas1,αβ-KC_1,melsim,0.647165263919935,5.44181320646817e-104
Fas1,CTX,melsim,1.10062460928023,9.15599551568603e-30
Fas1,ENS,melsim,1.06966916872474,1.965953195718e-131
Fas1,fru_5,melsim,0.662197286155464,1.14078119167068e-08
Fas1,GABA_10,melsim,0.74734069311012,0.00421441931742986
Fas1,OPN,melsim,0.60646888609678,1.04719940919521e-13
Fas1,Poxn_1,melsim,0.660767457018184,7.89070745861668e-08
Fas1,Poxn_3,melsim,0.71269084804319,8.86864026575351e-06
Fas1,Ach_8,simsec,0.675975962245394,0.000379835189532527
Fas2,ENS,melsec,0.873658683384853,1.38116863178273e-67
Fas2,Ach_8,melsec,-0.649050730206163,0.000208552587458355
Fas2,AST,melsec,1.00638299193644,2.7468047282984e-61
Fas2,GABA_6,melsec,-1.08260910086776,0.0167148007444248
Fas2,NPF_AstA,melsec,-1.07341873225626,7.49304762178025e-07
Fas2,ENS,melsim,0.940732351782487,5.6141021161773e-70
Fas2,Mip,melsim,0.664857139863609,0.000608658806984945
Fas2,AST,melsim,1.05666067989669,2.59163218561771e-50
Fas2,γ-KC,melsim,0.660644125725937,6.409696659017e-107
Fas2,NPF_AstA,melsim,-1.21756852457927,2.2548293318354e-10
Fas2,Ach_12,melsim,-1.66657626627481,6.5107630331216e-30
Fas2,αβ-KC_1,simsec,-1.01655018624857,2.2971169404229e-183
Fas2,Ach_12,simsec,1.66105926130724,5.27116142165225e-27
Fas3,GABA_5,melsec,0.809752318603085,1.57503978822714e-07
Fas3,Ach_16,melsec,0.66296501272243,0.00265882543162227
Fas3,fru_5,melsec,-0.720885368790927,0.0258102217355432
Fas3,Tk_2,melsec,-0.651492228278481,0.00710194912801534
Fas3,Tk_2,melsim,-0.722343559801361,1.02248647967534e-05
Fer2LCH,CTX,melsec,0.586472325004147,1.32860654435981e-08
Fer2LCH,AST,melsec,0.698577011011101,2.16153219679636e-37
Fer2LCH,Mip,melsec,0.723544694932351,1.03961787575895e-06
Fer2LCH,Tk_1,melsec,0.634920200799069,4.44046136855306e-05
Fer2LCH,NPF_Dh31,melsec,0.643083291988637,0.00415096010638033
Fer2LCH,Clock_1,melsec,0.599962045736718,0.00090704488644628
Fer2LCH,Mip,melsim,0.636622001057413,0.0144935680902618
Fhos,CTX,melsec,1.18285621138273,7.13468514876363e-27
Fhos,ENS,melsec,1.17127972618093,2.99227115709211e-114
Fhos,CTX,melsim,1.01883664201286,9.19307547939034e-25
Fhos,ENS,melsim,1.189346503837,1.05324233256573e-104
Fife,αβ-KC_2,melsec,-0.643093985288486,2.17748585642366e-05
Fife,Tk_2,melsec,0.77483169813336,0.00101877022945284
Fife,Tk_2,melsim,0.743827333885738,0.00144788786963481
Fife,αβ-KC_2,simsec,-1.06002964150783,1.45404126633291e-15
Fili,Ach_8,melsec,-0.79858505917826,1.88535510690631e-09
Flo2,CTX,melsec,-0.817538344900571,4.16489560477728e-10
Flo2,PRN,melsec,-0.82146693739036,9.8740408833333e-16
Frq2,Poxn_3,melsec,-0.659723440298541,2.07315725517024e-08
Frq2,Ach_9,melsim,0.761901442605299,5.71992969729767e-07
Frq2,RYa,melsim,0.904463858213978,0.00264345140039173
Frq2,Glu_9,melsim,0.609473436343574,0.00138016094684025
Frq2,fru_5,melsim,0.585334761087275,2.8359675930448e-06
Frq2,Poxn_3,simsec,-0.59904370256465,1.9013610652926e-06
Frq2,Glu_9,simsec,-0.719202462304539,0.0131676065610796
Fs,Mip,melsec,-0.605499431723851,6.05388340389291e-12
Fs,AST,melsec,-1.78871027794963,3.10037971980259e-180
Fs,NPF_AstA,melsec,-0.8912937405575,3.47308737097962e-11
Fs,TY_3,melsec,-1.17449773123214,5.60806786291869e-05
Fs,Mip,simsec,-0.605499431723851,9.33501615678882e-09
Fs,AST,simsec,-1.7918431674346,3.92486194088717e-193
Fs,NPF_AstA,simsec,-0.8912937405575,6.30033768311585e-10
Fs,TY_3,simsec,-1.17449773123214,0.00112432080343962
Fur1,OCTY,melsec,-1.07080816808621,0.0014164083868276
Fur1,TY_3,melsec,-1.07869263162261,0.00880733540319639
Gad1,GABA_2,simsec,0.597740532371242,3.98975941586675e-13
Galphao,αβ-KC_1,melsim,-0.602871838260343,7.44288611378062e-97
Galphao,Ach_17,melsim,-0.823003703433277,0.0219139742235033
Galphao,Tk_2,melsim,-0.652603139909647,1.66963643673054e-06
Galphao,Glu_12,simsec,0.87904534281418,2.38619101829879e-05
Gfrl,Mip,melsec,0.604733448569003,0.00191780663216696
Gfrl,sNPF_CCHa2_AstC,melsec,1.10482968325622,1.47053531788009e-09
Gfrl,Ach_9,melsec,0.728159079806154,5.0821678278861e-07
Gfrl,Ach_8,melsec,0.656538968948017,0.00834652414900885
Gfrl,Poxn_6,melsec,-1.63757712688458,0.0038243643105731
Gfrl,Mip,melsim,0.601523892093113,0.041152682797922
Gfrl,sNPF_CCHa2_AstC,melsim,0.772254344169345,0.00696109563518397
Gfrl,TY_2,melsim,0.884726637388914,0.00421706215064433
Ggamma1,Glu_11,melsec,0.645335118700638,0.00274753044152189
Ggamma30A,Ach_14,melsec,0.861783858285026,3.38574563674063e-05
Ggamma30A,Ach_8,melsec,0.622930350920177,0.000607899519830602
Ggamma30A,Ach_7,simsec,0.79676368061111,0.000437624799520008
GlcAT-P,ENS,melsec,0.694980673260616,1.69615885507646e-83
GlcAT-P,Glu_7,melsec,0.954699141896282,9.14012907100255e-07
GlcAT-P,Poxn_1,melsim,0.748071453052409,3.61684086250117e-08
Glos,CTX,melsec,-1.28128995782816,2.1719439159717e-35
Glos,CTX,simsec,-0.944274884212769,3.10774198209658e-09
GluClalpha,ENS,melsec,0.663824572302496,3.38498218708169e-33
GluClalpha,AST,melsec,0.999962778285557,6.94165504861436e-36
GluClalpha,αβ-KC_2,melsim,-0.701642465222749,0.000271232163917283
GluClalpha,AST,melsim,0.940621452921068,3.92775683621409e-29
GluClalpha,γ-KC,melsim,-0.639560010978279,1.484532917195e-90
GluClalpha,ENS,melsim,0.64406082580125,5.54694860390755e-34
GluClalpha,Ach_7,melsim,-0.804019418637494,1.0270803727647e-05
GluClalpha,Ach_12,melsim,-0.821864027836486,1.74200008847376e-09
GluClalpha,αβ-KC_2,simsec,0.62029103170744,0.000713000156068654
GluClalpha,Ach_7,simsec,0.802268045704215,0.00193003494555854
GluClalpha,Ach_12,simsec,0.971770652358728,8.79312854875897e-11
GluRIB,fru_10,melsec,0.785992926541413,0.0364964369815461
GluRIB,Ach_10,melsec,0.798966912859518,0.000234621368676233
Glut1,NPF_AstA,melsec,0.775714418684826,6.33066918233161e-05
GlyT,GABA_2,melsim,-0.633854829266987,6.416032982097e-20
GlyT,Mip,melsim,-0.632959216570066,2.38072810698535e-07
GlyT,Poxn_2,melsim,-0.874937449373229,3.98713512417457e-22
GlyT,fru_12,melsim,-1.1030934929641,4.07842630562023e-05
GlyT,Poxn_1,melsim,-0.945064324515115,3.14991023372903e-10
GlyT,Glu_13,melsim,-0.756454554111506,1.11375324001214e-05
GlyT,NPF_Dh31,melsim,-0.705558574535001,0.000700110809240587
GlyT,Glu_4,melsim,-0.800062429491248,1.9653128469025e-29
GlyT,Clock_1,melsim,-0.841966641284466,1.89036965092773e-12
GlyT,GABA_9,melsim,-0.907242859080148,1.754230294794e-05
GlyT,Ach_13,melsim,-0.873598066846717,8.08551624130681e-10
GlyT,Tk_Mip_RYa,melsim,-1.36965950417103,1.54522340938114e-09
GlyT,GABA_12,melsim,-0.895967828280966,0.000133676214334852
GlyT,Glu_9,melsim,-0.693013138684121,0.000788246857380363
GlyT,γ-KC,melsim,-0.944881393992864,5.21643412662235e-195
GlyT,Ach_3,melsim,-0.670109829393497,1.39413975230464e-126
GlyT,Ach_2,melsim,-0.874776193862457,0
GlyT,Glu_6,melsim,-0.802897612638068,1.32628328777938e-25
GlyT,αβ-KC_1,melsim,-1.26778112594733,5.09617737165925e-305
GlyT,GABA_5,melsim,-0.706591945122687,0.000803953260725775
GlyT,DOP_1,melsim,-0.744716687920861,9.81417433021865e-33
GlyT,Ach_1,melsim,-0.687681511739897,1.73033801596159e-200
GlyT,DOP/SER,melsim,-1.11682238771869,2.42589180393834e-29
GlyT,fru_1,melsim,-1.0034178238435,5.42583696352327e-65
GlyT,sNPF,melsim,-0.812205446154406,7.15574327140019e-25
GlyT,CCHa2,melsim,-0.758003261106728,2.21568063957373e-26
GlyT,Ach_4,melsim,-0.616637396782647,7.29420999732846e-77
GlyT,fru_2,melsim,-1.00540956408722,2.36644765460433e-58
GlyT,Glu_1,melsim,-0.942178571338351,7.31625424098741e-242
GlyT,DOP_2,melsim,-1.3077719480863,1.52093320008856e-13
GlyT,Glu_2,melsim,-0.7883317165057,1.46849638049803e-115
GlyT,Glu_3,melsim,-0.719044127900364,5.96216615221276e-97
GlyT,Dh31,melsim,-0.939709220806647,3.70672807752978e-10
GlyT,αβ-KC_2,melsim,-1.46012538880738,4.76567707086148e-25
GlyT,GABA_1,melsim,-0.753352818272344,7.5280755459122e-64
GlyT,GABA_4,melsim,-0.960068993114243,4.40268819784596e-37
GlyT,Glu_11,melsim,-0.802482247302581,0.00925869497824508
GlyT,Glu_8,melsim,-0.695611672106879,6.45951963380622e-07
GlyT,GABA_7,melsim,-0.864077512069545,2.7262857395919e-10
GlyT,fru_4,melsim,-0.643743694547494,1.10661087744911e-13
GlyT,Tk_1,melsim,-0.708459166477212,7.00687065032708e-12
GlyT,Tk_3,melsim,-1.27296315618732,1.8760538132375e-07
GlyT,Ach_15,melsim,-0.98185265328974,2.84301895630085e-06
GlyT,sNPF_CCHa2_AstC,melsim,-0.930265103982327,5.17105398159541e-12
GlyT,Clock_2,melsim,-1.63063789846663,1.34364232340526e-24
GlyT,fru_6,melsim,-0.960963090811054,3.0649007103016e-11
GlyT,fru_3,melsim,-0.824101104199551,1.72784833965018e-34
GlyT,fru_7,melsim,-0.909845562743395,0.000216160468897869
GlyT,Glu_7,melsim,-0.845414906498833,5.72735147225484e-09
GlyT,Ach_5,melsim,-0.664350929776954,4.30726479566234e-23
GlyT,GABA_6,melsim,-0.776175439753897,8.75937054931772e-07
GlyT,GABA_3,melsim,-0.983003592455247,8.79180539506874e-15
GlyT,NPF_AstA,melsim,-1.26121953178976,2.41648332857961e-09
GlyT,Poxn_3,melsim,-1.4495489789593,1.53834376836529e-32
GlyT,Ach_7,melsim,-1.31727951205957,1.89183034068807e-27
GlyT,Clock_3,melsim,-0.707392478782859,8.13206533827363e-05
GlyT,RYa,melsim,-1.11360297871413,1.57307108409456e-10
GlyT,fru_11,melsim,-0.96131953183594,0.00114337677172197
GlyT,Ach_16,melsim,-0.893065964034291,1.53011890827856e-07
GlyT,GABA_14,melsim,-0.847196642020183,0.00931640165663025
GlyT,Poxn_4,melsim,-0.662965012722429,4.3557887581164e-05
GlyT,Ach_14,melsim,-0.756734413663341,4.69237292467752e-08
GlyT,Ach_6,melsim,-0.775702471590733,3.81184864055433e-19
GlyT,Glu_10,melsim,-0.889022770760253,1.06106184179002e-09
GlyT,Ach_8,melsim,-1.20154532991925,4.82575067984336e-21
GlyT,fru_8,melsim,-1.22789519123308,5.88512686716782e-10
GlyT,Tk_2,melsim,-0.591206254219534,6.12214611456904e-07
GlyT,Glu_5,melsim,-0.707767953594918,4.60717496019054e-17
GlyT,fru_10,melsim,-1.11482426649642,0.000133453217222331
GlyT,Ach_11,melsim,-0.622658169985327,4.76008563133496e-05
GlyT,Glu_12,melsim,-0.830836355396767,3.76754044328133e-06
GlyT,GABA_8,melsim,-0.656383644602448,0.00330293627373852
GlyT,Ach_10,melsim,-0.767872471769492,4.582248143281e-05
GlyT,TY_2,melsim,-1.36902080286762,1.47922556951594e-09
GlyT,Glu_14,melsim,-1.24424128967922,0.000430775283555326
GlyT,GABA_10,melsim,-1.21961399959973,2.7223959139509e-09
GlyT,OPN,melsim,-1.02867329480868,1.09362827507481e-41
GlyT,GABA_4,simsec,0.803230576650406,8.59292897405516e-20
GlyT,Poxn_1,simsec,0.995787748713086,1.65888280927219e-14
GlyT,Tk_Mip_RYa,simsec,1.19337059721385,4.38670995591949e-08
GlyT,OPN,simsec,1.01364143524098,7.20713098900647e-30
GlyT,Glu_9,simsec,0.710222428716344,1.04488081923404e-05
GlyT,γ-KC,simsec,0.909158238536164,6.31454013614796e-176
GlyT,Ach_3,simsec,0.608150639895517,2.28854919521828e-95
GlyT,Ach_2,simsec,0.807905773178147,8.69038316219646e-287
GlyT,Glu_6,simsec,0.782645958408417,3.4625956943194e-24
GlyT,αβ-KC_1,simsec,1.12667212386815,1.54632548897586e-254
GlyT,GABA_5,simsec,0.752487866280258,0.00017464530201231
GlyT,DOP_1,simsec,0.714589768991809,1.60097415979162e-31
GlyT,Ach_1,simsec,0.642301967991054,1.20236595560872e-200
GlyT,DOP/SER,simsec,1.02825068538789,3.28032281176295e-21
GlyT,fru_1,simsec,0.942979279969695,1.77422099392757e-53
GlyT,sNPF,simsec,0.725449650359339,6.00748487740609e-21
GlyT,GABA_2,simsec,0.603256925882388,3.87385534459056e-18
GlyT,CCHa2,simsec,0.677455173301615,2.82330574225453e-17
GlyT,Mip,simsec,0.591388769880589,2.95968244632991e-06
GlyT,Ach_4,simsec,0.598511771628926,6.07920718592527e-79
GlyT,fru_2,simsec,0.919732067421916,1.78197955783562e-45
GlyT,Glu_1,simsec,0.869302024248619,5.95729924414947e-183
GlyT,DOP_2,simsec,1.31092624295506,2.35006967976242e-12
GlyT,Glu_2,simsec,0.746466063508723,1.0624117713271e-132
GlyT,Glu_3,simsec,0.667010073077661,2.13175825448591e-79
GlyT,Dh31,simsec,0.819266730300767,7.52137734455997e-06
GlyT,αβ-KC_2,simsec,1.18442457113743,3.434272309709e-18
GlyT,GABA_1,simsec,0.733963816586708,7.13940155790961e-54
GlyT,Poxn_2,simsec,0.8072916029134,1.01603576900386e-14
GlyT,fru_12,simsec,0.962525294581337,0.00117573974393448
GlyT,Glu_8,simsec,0.637113782772263,2.60683635850502e-06
GlyT,GABA_7,simsec,0.799806467736437,2.38133596861474e-06
GlyT,Tk_1,simsec,0.680828047500021,6.74304336005253e-10
GlyT,Tk_3,simsec,1.1364716949418,0.000117602000980107
GlyT,Ach_15,simsec,0.979040381364354,1.41580744489752e-06
GlyT,sNPF_CCHa2_AstC,simsec,0.891808639396217,4.89665616328516e-11
GlyT,Clock_2,simsec,1.56748900853769,2.11992252894617e-18
GlyT,fru_6,simsec,0.859309310745135,4.94878234263076e-08
GlyT,fru_3,simsec,0.797574574062728,2.17041951790921e-31
GlyT,fru_7,simsec,0.83131816540832,1.82901810667426e-06
GlyT,Glu_7,simsec,0.826609124444577,4.10930258982941e-08
GlyT,GABA_6,simsec,0.784974375116145,6.55719673495058e-07
GlyT,GABA_3,simsec,0.877882303157323,3.07844367068438e-14
GlyT,NPF_AstA,simsec,1.18585252774398,1.29332501626996e-07
GlyT,Poxn_3,simsec,1.22239242133645,3.19967580393429e-25
GlyT,Glu_4,simsec,0.712678278038608,3.40399622098879e-18
GlyT,Ach_7,simsec,1.31348895464639,1.3230091126011e-22
GlyT,RYa,simsec,0.924282084364299,5.0031746367007e-07
GlyT,fru_11,simsec,0.93630532468261,0.0230347852872135
GlyT,Clock_1,simsec,0.800832554651521,1.56432101841184e-12
GlyT,Ach_16,simsec,0.95845563027229,5.3480725017415e-08
GlyT,GABA_13,simsec,0.913535909250531,0.0427512167871462
GlyT,Ach_14,simsec,0.647145075448504,0.0232232770467885
GlyT,Ach_6,simsec,0.702698120693903,1.09099725236324e-13
GlyT,Glu_10,simsec,0.908015017000619,6.21692328531349e-12
GlyT,Ach_8,simsec,1.10775363890314,3.04937609558335e-16
GlyT,GABA_9,simsec,0.763827546516683,0.0219670679567036
GlyT,fru_8,simsec,1.22158894417636,3.66755530417812e-10
GlyT,Ach_13,simsec,0.831695094225849,1.88736675543867e-09
GlyT,Glu_5,simsec,0.585084252275377,8.57417882068691e-13
GlyT,fru_10,simsec,0.910732661902913,0.0270994099798023
GlyT,Glu_12,simsec,0.6959938131099,0.00180854868761575
GlyT,GABA_8,simsec,0.694325757897133,0.000601968970739332
GlyT,Ach_10,simsec,0.803334403781921,3.79067293877408e-10
GlyT,TY_2,simsec,1.19622884085479,3.59000068178707e-05
GlyT,Glu_14,simsec,1.16557701263334,0.000256433805446875
GlyT,GABA_10,simsec,1.26748031086499,4.06624346393144e-12
GlyT,FMRFa,simsec,1.09156723958308,0.0242939140016601
Gprk2,Ach_15,melsec,0.907391817306799,0.000238008872621584
Gprk2,α'β'-KC,melsec,0.59300269497443,7.9588684631607e-40
Gprk2,Poxn_3,simsec,0.782284065873025,1.67279125442415e-16
Gs2,AST,melsec,-0.663992191739838,2.66558944788803e-50
GstD1,SUB,simsec,1.42966966352769,0.00591696055929442
GstE3,CTX,melsim,-0.643706624594815,3.42553933119218e-13
GstE3,CTX,simsec,0.712065599790864,1.92840447023828e-14
Gyc88E,TY_1,melsec,1.11727571552223,6.70340298942436e-05
Gycbeta100B,Ach_8,simsec,-0.763003133850989,8.84617703301598e-05
HLH4C,fru_10,melsec,0.787349203941219,0.000252022717126329
Hipk,AST,melsec,-0.756574813267993,3.08960409815764e-30
HisT,Glu_12,melsec,0.78498710902915,0.0117602052170715
HisT,CTX,melsim,-0.984863446633816,1.71392362980025e-21
HisT,ENS,melsim,-1.51289493993998,5.04034854575813e-214
HisT,AST,melsim,-1.30710685293014,6.78787684810078e-108
HisT,CTX,simsec,0.863769827502197,1.81909158897242e-11
HisT,ENS,simsec,1.7216259707558,8.34876524010149e-216
HisT,AST,simsec,1.59347273966305,2.26117392134482e-128
Hk,Ach_12,melsec,0.780399050137553,8.74571977006915e-15
Hk,Ach_12,melsim,0.643997169773923,8.46471988186215e-10
Hmr,CTX,melsec,-1.33028254172722,3.23210437501638e-48
Hmr,ENS,melsec,-0.769014455075795,2.04121088846695e-173
Hmr,PRN,melsec,-1.59015548741161,3.7577753735277e-80
Hmr,CTX,simsec,-1.31447470979983,1.87833291757626e-40
Hmr,ENS,simsec,-0.756845316612741,9.06964960965184e-123
Hmr,PRN,simsec,-1.5878145183209,3.69832648902401e-65
HnRNP-K,CTX,melsec,0.695710673735224,8.86051950371334e-12
HnRNP-K,CTX,melsim,0.592752864397549,8.61670097737536e-09
Hr38,αβ-KC_1,secNoni,-0.775301457204485,3.39377926650149e-32
Hr38,Ach_7,secNoni,-0.899567664190329,0.000718390707192968
Hrb27C,Glu_9,melsec,0.666127683416037,0.000247900119723549
Hrb27C,Glu_6,melsec,0.587316345190197,4.29265393842422e-13
Hrb27C,αβ-KC_1,melsec,0.586367582062069,8.86120351565898e-90
Hrb27C,DOP_1,melsec,0.6073180282855,1.27036698814091e-09
Hrb27C,DOP/SER,melsec,0.640193568425756,1.52989566004282e-11
Hrb27C,fru_2,melsec,0.610608828185306,2.07557558042923e-26
Hrb27C,DOP_2,melsec,0.661092904842327,0.000248385305455127
Hrb27C,Dh31,melsec,0.617747873473987,0.000204738939475441
Hrb27C,Poxn_2,melsec,0.639895329069142,1.18607748900699e-08
Hrb27C,Glu_11,melsec,0.677781361351533,0.00125678099289078
Hrb27C,Tk_3,melsec,0.81002905635593,0.000494885455843541
Hrb27C,fru_5,melsec,1.06369467531739,1.43282580251346e-19
Hrb27C,Clock_2,melsec,0.917622176260763,3.0158191434694e-09
Hrb27C,α'β'-KC,melsec,0.637133853516582,1.74849060847574e-43
Hrb27C,Glu_7,melsec,0.587676885418192,0.00704361512058299
Hrb27C,GABA_6,melsec,0.662130361243616,0.0027572943093107
Hrb27C,NPF_Dh31,melsec,0.605137793841073,0.00113745258080003
Hrb27C,RYa,melsec,0.827163403137785,3.61962087509634e-07
Hrb27C,Clock_1,melsec,0.733485025431244,4.50242194433809e-06
Hrb27C,Poxn_4,melsec,0.763071485505672,0.00127442706363544
Hrb27C,Glu_10,melsec,0.689550054671804,8.87450391380881e-07
Hrb27C,fru_10,melsec,0.912367371993879,7.35298207511344e-05
Hrb27C,GABA_8,melsec,0.649663759002847,0.00100104703985169
Hrb27C,Ach_10,melsec,0.752513749828508,0.00259065714153002
Hrb27C,TY_2,melsec,1.05808823911683,5.86837263489654e-05
Hrb27C,Glu_14,melsec,0.783832199204181,0.0316444092647753
Hrb27C,GABA_10,melsec,0.817395864486941,0.000575916918688524
Hrb27C,OPN,melsec,0.798734377354628,4.74270478086113e-33
Hrb27C,GABA_10,simsec,0.635867716845008,0.00527189880743109
Hs3st-A,Clock_2,melsec,-0.780655741726251,0.00543806206528162
Hs3st-A,α'β'-KC,melsec,-0.62180443849798,6.50182973646389e-40
Hs3st-A,Ach_12,melsec,0.62379828123899,2.14689803912217e-05
Hs3st-A,Ach_10,melsec,0.685699628928341,0.0103219914373319
Hs3st-A,αβ-KC_2,melsim,-1.22552472488414,4.47496114340968e-25
Hs3st-A,αβ-KC_1,melsim,-1.08602911489284,9.37633288730178e-294
Hs3st-A,α'β'-KC,melsim,-1.05994582639095,7.83369565703055e-140
Hs3st-A,αβ-KC_2,simsec,0.653218577453266,8.12971570225504e-11
Hs3st-A,Ach_12,simsec,0.808653282764004,5.14604033075032e-07
Hs6st,Ach_12,melsec,0.872169438006539,7.17232625598085e-09
IA-2,DOP_1,melsec,0.723188128632789,2.75739672096475e-06
IA-2,Ach_12,melsec,-1.38814891658713,4.06721866990972e-17
IA-2,TY_2,melsec,1.35209403201846,0.0255936010045257
IA-2,Poxn_1,melsec,0.994052127269935,5.45608098482617e-06
IA-2,Glu_13,melsec,0.839451461333121,2.34564499713779e-07
IA-2,Ach_6,melsec,0.889492654726025,1.80735540188337e-38
IA-2,MS,melsec,1.32183663746929,4.20519965443623e-05
IA-2,OPN,melsec,0.666854920875521,2.16713551946143e-13
IA-2,TY_2,melsim,1.22832814199511,0.0496942717371264
IA-2,Ach_16,melsim,1.27604583017813,7.50215054778307e-18
IA-2,OPN,melsim,0.668282095509913,7.09523020734044e-10
IA-2,α'β'-KC,simsec,-0.668659214423031,2.43741551134311e-33
IA-2,Ach_16,simsec,-0.762732008541378,2.42956269463655e-05
IA-2,Ach_12,simsec,-1.44799557871214,6.07292766985915e-14
IA-2,sNPF_CCHa2_AstC,simsec,0.643267014088431,8.80149974065122e-12
IP3K2,AST,melsec,-0.64512359566943,1.01540777738038e-21
IP3K2,PRN,melsim,-1.0624726449774,1.70575128720187e-20
IP3K2,PRN,simsec,0.656996512828417,2.93232314186813e-05
IRSp53,Mip,melsec,0.855502454497175,3.81744748565915e-15
Idit,Tk_3,melsec,-1.04967960252252,8.79996334182935e-06
Idit,Poxn_3,melsec,-0.672360265976466,7.43038984519303e-05
Ilp5,fru_14,melsec,2.58308582398057,4.06013349126202e-05
Ilp6,ENS,melsec,0.655509296981254,6.21276135074113e-71
Ilp6,ENS,melsim,0.630180905719749,1.84129823993249e-71
ImpE1,ENS,melsec,-1.6087938041443,5.04297618577297e-198
ImpE1,ENS,simsec,-1.13927503124514,2.69347686792576e-70
InR,CTX,melsec,-0.624027193217991,1.03148819414211e-05
Invadolysin,ENS,melsec,0.668391120405165,1.78268750493589e-41
Invadolysin,AST,simsec,0.669918938043808,5.60438832203937e-18
Invadolysin,ENS,simsec,0.649603629032576,3.95652937049103e-38
Ip6k,FMRFa_Dh44,melsec,1.18842650169492,0.0017426071240718
Ip6k,NPF_Dh31,melsim,0.710409607470174,0.0242746760275085
Ip6k,FMRFa_Dh44,melsim,1.20728552894624,0.0264830924073835
