FBgn0024997	FBgn0024997	Gene Expression
FBgn0024991	FBgn0024991	Gene Expression
FBgn0000928	FBgn0000928	Gene Expression
FBgn0000927	FBgn0000927	Gene Expression
FBgn0000520	FBgn0000520	Gene Expression
FBgn0024975	FBgn0024975	Gene Expression
FBgn0040356	FBgn0040356	Gene Expression
FBgn0003996	FBgn0003996	Gene Expression
FBgn0040384	FBgn0040384	Gene Expression
FBgn0024980	FBgn0024980	Gene Expression
FBgn0000376	FBgn0000376	Gene Expression
FBgn0024973	FBgn0024973	Gene Expression
FBgn0024998	FBgn0024998	Gene Expression
FBgn0024995	FBgn0024995	Gene Expression
FBgn0024994	FBgn0024994	Gene Expression
FBgn0024992	FBgn0024992	Gene Expression
FBgn0000092	FBgn0000092	Gene Expression
FBgn0025838	FBgn0025838	Gene Expression
FBgn0011276	FBgn0011276	Gene Expression
FBgn0004647	FBgn0004647	Gene Expression
FBgn0040396	FBgn0040396	Gene Expression
FBgn0000479	FBgn0000479	Gene Expression
FBgn0002933	FBgn0002933	Gene Expression
FBgn0003374	FBgn0003374	Gene Expression
FBgn0029660	FBgn0029660	Gene Expression
FBgn0029662	FBgn0029662	Gene Expression
FBgn0029661	FBgn0029661	Gene Expression
FBgn0029659	FBgn0029659	Gene Expression
FBgn0029658	FBgn0029658	Gene Expression
FBgn0052493	FBgn0052493	Gene Expression
FBgn0029657	FBgn0029657	Gene Expression
FBgn0003086	FBgn0003086	Gene Expression
FBgn0010296	FBgn0010296	Gene Expression
FBgn0010295	FBgn0010295	Gene Expression
FBgn0010294	FBgn0010294	Gene Expression
FBgn0040393	FBgn0040393	Gene Expression
FBgn0000644	FBgn0000644	Gene Expression
FBgn0028746	FBgn0028746	Gene Expression
FBgn0040355	FBgn0040355	Gene Expression
FBgn0052793	FBgn0052793	Gene Expression
FBgn0029642	FBgn0029642	Gene Expression
FBgn0025645	FBgn0025645	Gene Expression
FBgn0029643	FBgn0029643	Gene Expression
FBgn0029644	FBgn0029644	Gene Expression
FBgn0029645	FBgn0029645	Gene Expression
FBgn0029646	FBgn0029646	Gene Expression
FBgn0029647	FBgn0029647	Gene Expression
FBgn0029648	FBgn0029648	Gene Expression
FBgn0028369	FBgn0028369	Gene Expression
FBgn0029649	FBgn0029649	Gene Expression
FBgn0003285	FBgn0003285	Gene Expression
FBgn0025644	FBgn0025644	Gene Expression
FBgn0029639	FBgn0029639	Gene Expression
FBgn0040354	FBgn0040354	Gene Expression
FBgn0040353	FBgn0040353	Gene Expression
FBgn0040352	FBgn0040352	Gene Expression
FBgn0029664	FBgn0029664	Gene Expression
FBgn0029666	FBgn0029666	Gene Expression
FBgn0029669	FBgn0029669	Gene Expression
FBgn0052792	FBgn0052792	Gene Expression
FBgn0044046	FBgn0044046	Gene Expression
FBgn0023215	FBgn0023215	Gene Expression
FBgn0015286	FBgn0015286	Gene Expression
FBgn0023216	FBgn0023216	Gene Expression
FBgn0029672	FBgn0029672	Gene Expression
FBgn0052791	FBgn0052791	Gene Expression
FBgn0029667	FBgn0029667	Gene Expression
FBgn0029665	FBgn0029665	Gene Expression
FBgn0029663	FBgn0029663	Gene Expression
FBgn0052785	FBgn0052785	Gene Expression
FBgn0025118	FBgn0025118	Gene Expression
FBgn0028491	FBgn0028491	Gene Expression
FBgn0029681	FBgn0029681	Gene Expression
FBgn0029686	FBgn0029686	Gene Expression
FBgn0052786	FBgn0052786	Gene Expression
FBgn0052783	FBgn0052783	Gene Expression
FBgn0029687	FBgn0029687	Gene Expression
FBgn0029690	FBgn0029690	Gene Expression
FBgn0029689	FBgn0029689	Gene Expression
FBgn0029688	FBgn0029688	Gene Expression
FBgn0029685	FBgn0029685	Gene Expression
FBgn0019661	FBgn0019661	Gene Expression
FBgn0029694	FBgn0029694	Gene Expression
FBgn0000221	FBgn0000221	Gene Expression
FBgn0026084	FBgn0026084	Gene Expression
FBgn0026085	FBgn0026085	Gene Expression
FBgn0026083	FBgn0026083	Gene Expression
FBgn0066114	FBgn0066114	Gene Expression
FBgn0029697	FBgn0029697	Gene Expression
FBgn0029701	FBgn0029701	Gene Expression
FBgn0029702	FBgn0029702	Gene Expression
FBgn0029706	FBgn0029706	Gene Expression
FBgn0029705	FBgn0029705	Gene Expression
FBgn0040907	FBgn0040907	Gene Expression
FBgn0002707	FBgn0002707	Gene Expression
FBgn0040906	FBgn0040906	Gene Expression
FBgn0029703	FBgn0029703	Gene Expression
FBgn0040905	FBgn0040905	Gene Expression
FBgn0040904	FBgn0040904	Gene Expression
FBgn0029700	FBgn0029700	Gene Expression
FBgn0052774	FBgn0052774	Gene Expression
FBgn0041252	FBgn0041252	Gene Expression
FBgn0029696	FBgn0029696	Gene Expression
FBgn0000635	FBgn0000635	Gene Expression
FBgn0026080	FBgn0026080	Gene Expression
FBgn0026079	FBgn0026079	Gene Expression
FBgn0004832	FBgn0004832	Gene Expression
FBgn0029693	FBgn0029693	Gene Expression
FBgn0000179	FBgn0000179	Gene Expression
FBgn0029708	FBgn0029708	Gene Expression
FBgn0029709	FBgn0029709	Gene Expression
FBgn0029710	FBgn0029710	Gene Expression
FBgn0029712	FBgn0029712	Gene Expression
FBgn0029714	FBgn0029714	Gene Expression
FBgn0029716	FBgn0029716	Gene Expression
FBgn0022768	FBgn0022768	Gene Expression
FBgn0029715	FBgn0029715	Gene Expression
FBgn0029713	FBgn0029713	Gene Expression
FBgn0029711	FBgn0029711	Gene Expression
FBgn0003210	FBgn0003210	Gene Expression
FBgn0052773	FBgn0052773	Gene Expression
FBgn0011760	FBgn0011760	Gene Expression
FBgn0028325	FBgn0028325	Gene Expression
FBgn0029722	FBgn0029722	Gene Expression
FBgn0029727	FBgn0029727	Gene Expression
FBgn0029729	FBgn0029729	Gene Expression
FBgn0029730	FBgn0029730	Gene Expression
FBgn0029733	FBgn0029733	Gene Expression
FBgn0052772	FBgn0052772	Gene Expression
FBgn0029737	FBgn0029737	Gene Expression
FBgn0004368	FBgn0004368	Gene Expression
FBgn0029740	FBgn0029740	Gene Expression
FBgn0061196	FBgn0061196	Gene Expression
FBgn0029728	FBgn0029728	Gene Expression
FBgn0029726	FBgn0029726	Gene Expression
FBgn0029725	FBgn0029725	Gene Expression
FBgn0025679	FBgn0025679	Gene Expression
FBgn0029724	FBgn0029724	Gene Expression
FBgn0029745	FBgn0029745	Gene Expression
FBgn0029746	FBgn0029746	Gene Expression
FBgn0003449	FBgn0003449	Gene Expression
FBgn0011761	FBgn0011761	Gene Expression
FBgn0029753	FBgn0029753	Gene Expression
FBgn0029755	FBgn0029755	Gene Expression
FBgn0014024	FBgn0014024	Gene Expression
FBgn0029754	FBgn0029754	Gene Expression
FBgn0029752	FBgn0029752	Gene Expression
FBgn0029751	FBgn0029751	Gene Expression
FBgn0029750	FBgn0029750	Gene Expression
FBgn0029747	FBgn0029747	Gene Expression
FBgn0052767	FBgn0052767	Gene Expression
FBgn0026751	FBgn0026751	Gene Expression
FBgn0010014	FBgn0010014	Gene Expression
FBgn0029761	FBgn0029761	Gene Expression
FBgn0029763	FBgn0029763	Gene Expression
FBgn0029765	FBgn0029765	Gene Expression
FBgn0029766	FBgn0029766	Gene Expression
FBgn0029768	FBgn0029768	Gene Expression
FBgn0029770	FBgn0029770	Gene Expression
FBgn0029771	FBgn0029771	Gene Expression
FBgn0026702	FBgn0026702	Gene Expression
FBgn0004687	FBgn0004687	Gene Expression
FBgn0029778	FBgn0029778	Gene Expression
FBgn0052762	FBgn0052762	Gene Expression
FBgn0029769	FBgn0029769	Gene Expression
FBgn0029762	FBgn0029762	Gene Expression
FBgn0029756	FBgn0029756	Gene Expression
FBgn0028474	FBgn0028474	Gene Expression
FBgn0029785	FBgn0029785	Gene Expression
FBgn0003747	FBgn0003747	Gene Expression
FBgn0000394	FBgn0000394	Gene Expression
FBgn0029791	FBgn0029791	Gene Expression
FBgn0029795	FBgn0029795	Gene Expression
FBgn0029798	FBgn0029798	Gene Expression
FBgn0029799	FBgn0029799	Gene Expression
FBgn0029801	FBgn0029801	Gene Expression
FBgn0029809	FBgn0029809	Gene Expression
FBgn0029810	FBgn0029810	Gene Expression
FBgn0029811	FBgn0029811	Gene Expression
FBgn0029812	FBgn0029812	Gene Expression
FBgn0029814	FBgn0029814	Gene Expression
FBgn0052761	FBgn0052761	Gene Expression
FBgn0029816	FBgn0029816	Gene Expression
FBgn0029817	FBgn0029817	Gene Expression
FBgn0029820	FBgn0029820	Gene Expression
FBgn0029821	FBgn0029821	Gene Expression
FBgn0029822	FBgn0029822	Gene Expression
FBgn0029823	FBgn0029823	Gene Expression
FBgn0029819	FBgn0029819	Gene Expression
FBgn0014340	FBgn0014340	Gene Expression
FBgn0029818	FBgn0029818	Gene Expression
FBgn0029813	FBgn0029813	Gene Expression
FBgn0029807	FBgn0029807	Gene Expression
FBgn0029804	FBgn0029804	Gene Expression
FBgn0013987	FBgn0013987	Gene Expression
FBgn0029800	FBgn0029800	Gene Expression
FBgn0261383	FBgn0261383	Gene Expression
FBgn0052758	FBgn0052758	Gene Expression
FBgn0053080	FBgn0053080	Gene Expression
FBgn0027564	FBgn0027564	Gene Expression
FBgn0029789	FBgn0029789	Gene Expression
FBgn0046687	FBgn0046687	Gene Expression
FBgn0015794	FBgn0015794	Gene Expression
FBgn0029783	FBgn0029783	Gene Expression
FBgn0029824	FBgn0029824	Gene Expression
FBgn0029825	FBgn0029825	Gene Expression
FBgn0052756	FBgn0052756	Gene Expression
FBgn0029826	FBgn0029826	Gene Expression
FBgn0052755	FBgn0052755	Gene Expression
FBgn0029827	FBgn0029827	Gene Expression
FBgn0029828	FBgn0029828	Gene Expression
FBgn0029830	FBgn0029830	Gene Expression
FBgn0029831	FBgn0029831	Gene Expression
FBgn0029833	FBgn0029833	Gene Expression
FBgn0029834	FBgn0029834	Gene Expression
FBgn0029835	FBgn0029835	Gene Expression
FBgn0029843	FBgn0029843	Gene Expression
FBgn0029849	FBgn0029849	Gene Expression
FBgn0003514	FBgn0003514	Gene Expression
FBgn0029848	FBgn0029848	Gene Expression
FBgn0040069	FBgn0040069	Gene Expression
FBgn0052751	FBgn0052751	Gene Expression
FBgn0052750	FBgn0052750	Gene Expression
FBgn0026060	FBgn0026060	Gene Expression
FBgn0029840	FBgn0029840	Gene Expression
FBgn0029839	FBgn0029839	Gene Expression
FBgn0029838	FBgn0029838	Gene Expression
FBgn0029837	FBgn0029837	Gene Expression
FBgn0003302	FBgn0003302	Gene Expression
FBgn0029003	FBgn0029003	Gene Expression
FBgn0027546	FBgn0027546	Gene Expression
FBgn0005390	FBgn0005390	Gene Expression
FBgn0029851	FBgn0029851	Gene Expression
FBgn0015818	FBgn0015818	Gene Expression
FBgn0029853	FBgn0029853	Gene Expression
FBgn0028982	FBgn0028982	Gene Expression
FBgn0029857	FBgn0029857	Gene Expression
FBgn0029858	FBgn0029858	Gene Expression
FBgn0029861	FBgn0029861	Gene Expression
FBgn0029863	FBgn0029863	Gene Expression
FBgn0029864	FBgn0029864	Gene Expression
FBgn0029866	FBgn0029866	Gene Expression
FBgn0029867	FBgn0029867	Gene Expression
FBgn0052748	FBgn0052748	Gene Expression
FBgn0029873	FBgn0029873	Gene Expression
FBgn0014031	FBgn0014031	Gene Expression
FBgn0000524	FBgn0000524	Gene Expression
FBgn0014026	FBgn0014026	Gene Expression
FBgn0029874	FBgn0029874	Gene Expression
FBgn0003139	FBgn0003139	Gene Expression
FBgn0003655	FBgn0003655	Gene Expression
FBgn0016974	FBgn0016974	Gene Expression
FBgn0029868	FBgn0029868	Gene Expression
FBgn0043796	FBgn0043796	Gene Expression
FBgn0028685	FBgn0028685	Gene Expression
FBgn0026015	FBgn0026015	Gene Expression
FBgn0029856	FBgn0029856	Gene Expression
FBgn0052745	FBgn0052745	Gene Expression
FBgn0040918	FBgn0040918	Gene Expression
FBgn0004611	FBgn0004611	Gene Expression
FBgn0053127	FBgn0053127	Gene Expression
FBgn0000061	FBgn0000061	Gene Expression
FBgn0003278	FBgn0003278	Gene Expression
FBgn0002593	FBgn0002593	Gene Expression
FBgn0031254	FBgn0031254	Gene Expression
FBgn0031255	FBgn0031255	Gene Expression
FBgn0004583	FBgn0004583	Gene Expression
FBgn0031256	FBgn0031256	Gene Expression
FBgn0031257	FBgn0031257	Gene Expression
FBgn0027592	FBgn0027592	Gene Expression
FBgn0003963	FBgn0003963	Gene Expression
FBgn0031263	FBgn0031263	Gene Expression
FBgn0031265	FBgn0031265	Gene Expression
FBgn0031266	FBgn0031266	Gene Expression
FBgn0031268	FBgn0031268	Gene Expression
FBgn0023489	FBgn0023489	Gene Expression
FBgn0010323	FBgn0010323	Gene Expression
FBgn0013323	FBgn0013323	Gene Expression
FBgn0031267	FBgn0031267	Gene Expression
FBgn0021874	FBgn0021874	Gene Expression
FBgn0031264	FBgn0031264	Gene Expression
FBgn0005660	FBgn0005660	Gene Expression
FBgn0031260	FBgn0031260	Gene Expression
FBgn0010602	FBgn0010602	Gene Expression
FBgn0043364	FBgn0043364	Gene Expression
FBgn0031258	FBgn0031258	Gene Expression
FBgn0015924	FBgn0015924	Gene Expression
FBgn0031253	FBgn0031253	Gene Expression
FBgn0031252	FBgn0031252	Gene Expression
FBgn0031251	FBgn0031251	Gene Expression
FBgn0031250	FBgn0031250	Gene Expression
FBgn0051921	FBgn0051921	Gene Expression
FBgn0031249	FBgn0031249	Gene Expression
FBgn0031248	FBgn0031248	Gene Expression
FBgn0067779	FBgn0067779	Gene Expression
FBgn0031213	FBgn0031213	Gene Expression
FBgn0031214	FBgn0031214	Gene Expression
FBgn0031216	FBgn0031216	Gene Expression
FBgn0031217	FBgn0031217	Gene Expression
FBgn0001142	FBgn0001142	Gene Expression
FBgn0031224	FBgn0031224	Gene Expression
FBgn0031228	FBgn0031228	Gene Expression
FBgn0031229	FBgn0031229	Gene Expression
FBgn0031231	FBgn0031231	Gene Expression
FBgn0031233	FBgn0031233	Gene Expression
FBgn0031235	FBgn0031235	Gene Expression
FBgn0031240	FBgn0031240	Gene Expression
FBgn0003444	FBgn0003444	Gene Expression
FBgn0031247	FBgn0031247	Gene Expression
FBgn0024352	FBgn0024352	Gene Expression
FBgn0020622	FBgn0020622	Gene Expression
FBgn0017457	FBgn0017457	Gene Expression
FBgn0025686	FBgn0025686	Gene Expression
FBgn0031245	FBgn0031245	Gene Expression
FBgn0031244	FBgn0031244	Gene Expression
FBgn0031238	FBgn0031238	Gene Expression
FBgn0031239	FBgn0031239	Gene Expression
FBgn0031232	FBgn0031232	Gene Expression
FBgn0031227	FBgn0031227	Gene Expression
FBgn0051974	FBgn0051974	Gene Expression
FBgn0051975	FBgn0051975	Gene Expression
FBgn0051976	FBgn0051976	Gene Expression
FBgn0031219	FBgn0031219	Gene Expression
FBgn0026787	FBgn0026787	Gene Expression
FBgn0002931	FBgn0002931	Gene Expression
FBgn0051973	FBgn0051973	Gene Expression
FBgn0031209	FBgn0031209	Gene Expression
FBgn0002121	FBgn0002121	Gene Expression
FBgn0036970	FBgn0036970	Gene Expression
FBgn0036974	FBgn0036974	Gene Expression
FBgn0036975	FBgn0036975	Gene Expression
FBgn0024887	FBgn0024887	Gene Expression
FBgn0036977	FBgn0036977	Gene Expression
FBgn0001259	FBgn0001259	Gene Expression
FBgn0036979	FBgn0036979	Gene Expression
FBgn0036980	FBgn0036980	Gene Expression
FBgn0036985	FBgn0036985	Gene Expression
FBgn0036991	FBgn0036991	Gene Expression
FBgn0036993	FBgn0036993	Gene Expression
FBgn0036996	FBgn0036996	Gene Expression
FBgn0036997	FBgn0036997	Gene Expression
FBgn0036998	FBgn0036998	Gene Expression
FBgn0036999	FBgn0036999	Gene Expression
FBgn0037001	FBgn0037001	Gene Expression
FBgn0052425	FBgn0052425	Gene Expression
FBgn0037003	FBgn0037003	Gene Expression
FBgn0037004	FBgn0037004	Gene Expression
FBgn0037005	FBgn0037005	Gene Expression
FBgn0037009	FBgn0037009	Gene Expression
FBgn0037011	FBgn0037011	Gene Expression
FBgn0037013	FBgn0037013	Gene Expression
FBgn0001323	FBgn0001323	Gene Expression
FBgn0037012	FBgn0037012	Gene Expression
FBgn0037008	FBgn0037008	Gene Expression
FBgn0037007	FBgn0037007	Gene Expression
FBgn0037000	FBgn0037000	Gene Expression
FBgn0052428	FBgn0052428	Gene Expression
FBgn0036995	FBgn0036995	Gene Expression
FBgn0036994	FBgn0036994	Gene Expression
FBgn0036992	FBgn0036992	Gene Expression
FBgn0036990	FBgn0036990	Gene Expression
FBgn0029158	FBgn0029158	Gene Expression
FBgn0036988	FBgn0036988	Gene Expression
FBgn0036987	FBgn0036987	Gene Expression
FBgn0036986	FBgn0036986	Gene Expression
FBgn0036984	FBgn0036984	Gene Expression
FBgn0028978	FBgn0028978	Gene Expression
