LOC116803528	LOC116803528	Gene Expression
LOC116803575	LOC116803575	Gene Expression
LOC116803572	LOC116803572	Gene Expression
LOC116801677	LOC116801677	Gene Expression
LOC116803571	LOC116803571	Gene Expression
LOC116802069	LOC116802069	Gene Expression
LOC116802056	LOC116802056	Gene Expression
LOC116802058	LOC116802058	Gene Expression
LOC116802052	LOC116802052	Gene Expression
LOC116802064	LOC116802064	Gene Expression
LOC116802066	LOC116802066	Gene Expression
LOC116802061	LOC116802061	Gene Expression
LOC116800204	LOC116800204	Gene Expression
LOC6617452	LOC6617452	Gene Expression
LOC6617194	LOC6617194	Gene Expression
LOC6617190	LOC6617190	Gene Expression
LOC6617191	LOC6617191	Gene Expression
LOC116801571	LOC116801571	Gene Expression
LOC6617195	LOC6617195	Gene Expression
LOC116801576	LOC116801576	Gene Expression
LOC6617196	LOC6617196	Gene Expression
LOC116801577	LOC116801577	Gene Expression
LOC6617197	LOC6617197	Gene Expression
LOC6617198	LOC6617198	Gene Expression
LOC6617199	LOC6617199	Gene Expression
LOC6617200	LOC6617200	Gene Expression
LOC6617201	LOC6617201	Gene Expression
LOC6617202	LOC6617202	Gene Expression
LOC6617203	LOC6617203	Gene Expression
LOC116801470	LOC116801470	Gene Expression
LOC6617204	LOC6617204	Gene Expression
LOC6617205	LOC6617205	Gene Expression
LOC6617206	LOC6617206	Gene Expression
LOC6617207	LOC6617207	Gene Expression
LOC6617208	LOC6617208	Gene Expression
LOC6617210	LOC6617210	Gene Expression
LOC6617211	LOC6617211	Gene Expression
LOC6617212	LOC6617212	Gene Expression
LOC6617213	LOC6617213	Gene Expression
LOC6617215	LOC6617215	Gene Expression
LOC116803629	LOC116803629	Gene Expression
LOC6617216	LOC6617216	Gene Expression
LOC6617217	LOC6617217	Gene Expression
LOC6617218	LOC6617218	Gene Expression
LOC6617219	LOC6617219	Gene Expression
LOC6617220	LOC6617220	Gene Expression
LOC6617222	LOC6617222	Gene Expression
LOC6617223	LOC6617223	Gene Expression
LOC6617224	LOC6617224	Gene Expression
LOC6617225	LOC6617225	Gene Expression
LOC6617226	LOC6617226	Gene Expression
LOC6617227	LOC6617227	Gene Expression
LOC6617228	LOC6617228	Gene Expression
LOC6617229	LOC6617229	Gene Expression
LOC6617230	LOC6617230	Gene Expression
LOC6617231	LOC6617231	Gene Expression
LOC6617232	LOC6617232	Gene Expression
LOC6617234	LOC6617234	Gene Expression
LOC6617235	LOC6617235	Gene Expression
LOC6617236	LOC6617236	Gene Expression
LOC6621105	LOC6621105	Gene Expression
LOC6617238	LOC6617238	Gene Expression
LOC6617239	LOC6617239	Gene Expression
LOC6617240	LOC6617240	Gene Expression
LOC116803621	LOC116803621	Gene Expression
LOC116800205	LOC116800205	Gene Expression
LOC6617243	LOC6617243	Gene Expression
LOC6617244	LOC6617244	Gene Expression
LOC6617246	LOC6617246	Gene Expression
LOC6617247	LOC6617247	Gene Expression
