LOC120284240	LOC120284240	Gene Expression
LOC120284241	LOC120284241	Gene Expression
LOC120284244	LOC120284244	Gene Expression
LOC123327042	LOC123327042	Gene Expression
LOC120285255	LOC120285255	Gene Expression
LOC6733135	LOC6733135	Gene Expression
LOC6730398	LOC6730398	Gene Expression
LOC6730395	LOC6730395	Gene Expression
LOC120284250	LOC120284250	Gene Expression
LOC6730396	LOC6730396	Gene Expression
LOC6730397	LOC6730397	Gene Expression
LOC27207508	LOC27207508	Gene Expression
LOC6730399	LOC6730399	Gene Expression
LOC6730400	LOC6730400	Gene Expression
LOC6730401	LOC6730401	Gene Expression
LOC6730402	LOC6730402	Gene Expression
LOC6730403	LOC6730403	Gene Expression
LOC27206535	LOC27206535	Gene Expression
LOC6730405	LOC6730405	Gene Expression
LOC6730406	LOC6730406	Gene Expression
LOC27206536	LOC27206536	Gene Expression
LOC120284251	LOC120284251	Gene Expression
LOC6730408	LOC6730408	Gene Expression
LOC6730409	LOC6730409	Gene Expression
LOC6730410	LOC6730410	Gene Expression
LOC6730412	LOC6730412	Gene Expression
LOC6730411	LOC6730411	Gene Expression
LOC6730415	LOC6730415	Gene Expression
LOC6730416	LOC6730416	Gene Expression
LOC6730417	LOC6730417	Gene Expression
LOC6730418	LOC6730418	Gene Expression
LOC6730420	LOC6730420	Gene Expression
LOC120284249	LOC120284249	Gene Expression
LOC6730421	LOC6730421	Gene Expression
LOC6730422	LOC6730422	Gene Expression
LOC6730423	LOC6730423	Gene Expression
LOC6730424	LOC6730424	Gene Expression
LOC6730426	LOC6730426	Gene Expression
LOC6730427	LOC6730427	Gene Expression
LOC6730428	LOC6730428	Gene Expression
LOC6730429	LOC6730429	Gene Expression
LOC6730430	LOC6730430	Gene Expression
LOC6730431	LOC6730431	Gene Expression
LOC6730432	LOC6730432	Gene Expression
LOC6730433	LOC6730433	Gene Expression
LOC6730434	LOC6730434	Gene Expression
LOC6730435	LOC6730435	Gene Expression
LOC6730436	LOC6730436	Gene Expression
LOC27206534	LOC27206534	Gene Expression
LOC6730439	LOC6730439	Gene Expression
LOC6730440	LOC6730440	Gene Expression
LOC6730441	LOC6730441	Gene Expression
LOC6730442	LOC6730442	Gene Expression
LOC6730443	LOC6730443	Gene Expression
LOC6730444	LOC6730444	Gene Expression
LOC6730445	LOC6730445	Gene Expression
LOC27208012	LOC27208012	Gene Expression
LOC27206533	LOC27206533	Gene Expression
LOC6730447	LOC6730447	Gene Expression
LOC6730448	LOC6730448	Gene Expression
